SMILES,Solvent,Ex (nm),Em (nm),ST (nm),QY,¦Å (cm-1M-1),Log(¦Å),Reference
CN(C)c1ccc2c(c1)C(C)(C)C1=CC(=[N+](C)C)C=CC1=C2c1cc(C(=O)O)ccc1C(=O)[O-],O,609,634,25,0.59,100000,5,https://doi.org/10.1016/j.cclet.2018.12.012
CN(C)c1ccc2c(c1)C(C)(C)C1=CC(=[N+](C)C)C=CC1=C2c1cccc2ccccc12,CCO,618,643,25,0.6,,,https://doi.org/10.1016/j.dyepig.2022.110735
CN(C)c1ccc2c(c1)C(C)(C)C1=CC(=[N+](C)C)C=CC1=C2c1ccccc1,CCO,611,638,27,0.06,,,https://doi.org/10.1016/j.dyepig.2022.110735
CN(C)c1ccc2c(c1)C(C)(C)C1=CC(=[N+](C)C)C=CC1=C2c1ccccc1C(=O)O,CCO,612,642,30,0.75,,,https://doi.org/10.1016/j.dyepig.2022.110735
CN(C)c1ccc2c(c1)C(C)(C)C1=CC(=[N+](C)C)C=CC1=C2c1ccccc1C(=O)OCC(C)(C)N,CCO,618,648,30,0.05,,,https://doi.org/10.1016/j.dyepig.2022.110735
CN(C)c1ccc2c(c1)C(C)(C)c1cc(N(C)C)c(F)cc1C21OC(=O)c2ccc(C(=O)O)cc21,O,617,647,30,0.17,,,https://doi.org/10.1016/j.dyepig.2022.110735
CN(C)c1ccc2c(c1)C(C)(C)c1cc(N(C)C)ccc1C21OC(=O)c2c(Br)cccc21,CS(=O)C,620,646,26,,,,https://doi.org/10.1021/acs.orglett.1c00512
CN(C)c1ccc2c(c1)C(C)(C)c1cc(N(C)C)ccc1C21OC(=O)c2ccc(C(=O)O)cc21,O,609,634,25,0.59,,,https://doi.org/10.1016/j.dyepig.2022.110735
CN(C)c1ccc2c(c1)C(c1ccccc1)(c1ccccc1)C1=CC(=[N+](C)C)C=CC1=C2,CCO,627,660,33,0.7,,,https://doi.org/10.1016/j.dyepig.2022.110735
CN(C)c1ccc2c(c1)CC1=CC(=[N+](C)C)C=CC1=C2/C=C/C=C1/C=Cc2ccccc2N1C,CC#N,585,,,,45100,4.654176542,https://doi.org/10.1016/j.dyepig.2004.09.011
CN(C)c1ccc2c(c1)CC1=CC(=[N+](C)C)C=CC1=C2/C=C/C=C1/Sc2ccccc2N1C,CC#N,595,,,,50200,4.700703717,https://doi.org/10.1016/j.dyepig.2004.09.011
CN(C)c1ccc2c(c1)CC1=CC(=[N+](C)C)C=CC1=C2/C=C/C=C1\N(C)c2ccccc2C1(C)C,CC#N,646,,,,72000,4.857332496,https://doi.org/10.1016/j.dyepig.2004.09.011
CN(C)c1ccc2c(c1)CCC1=C2OC2=C3C=CC(=[N+](C)C)C=C3CCC2=C1c1ccccc1C(=O)O,O,600,673,73,0.25,137300,5.137670537,https://doi.org/10.1039/c5sc04014k
CN(C)c1ccc2c(c1)oc1cc(N(C)C)ccc1[c+]2-c1ccccc1S(=O)(=O)[O-],CO,550,568,18,0.65,108000,5.033423755,https://pubs.acs.org/doi/10.1021/ja8075617
CN(C)c1ccc2c(c1)Oc1cc(N(C)C)ccc1C21OC(=O)c2ccccc21,CCO,548,574,26,,113000,5.053078443,https://doi.org/10.1039/d2sc02448a
CN(C)c1ccc2c(c1)Oc1cc(NC#N)ccc1C21OC(=O)c2ccccc21,CCO,553,584,31,,86000,4.934498451,https://doi.org/10.1039/d2sc02448a
CN(C)c1ccc2c(c1)Oc1cc(O)ccc1C21OC(=O)c2ccccc21,CCO,511,536,25,,78000,4.892094603,https://doi.org/10.1039/d2sc02448a
CN(C)c1ccc2c(c1)P(=O)(c1ccccc1)C1=CC(=[N+](C)C)C=CC1=C2c1ccccc1C(F)(F)F,O,709,738,29,0.13,76000,4.880813592,https://doi.org/10.1016/j.dyepig.2022.110735
CN(C)c1ccc2c(c1)S(=O)(=O)C1=CC(=[N+](C)C)C=CC1=C2c1ccccc1,O,703,736,33,0.07,39000,4.591064607,https://doi.org/10.1016/j.cclet.2018.12.012
CN(C)c1ccc2c(-c3cc(C([O])=O)c(C([O])=O)cc3C([O])=O)c3ccc(=[N+](C)C)cc-3oc2c1,O,548,577,29,0.42,,,https://doi.org/10.1016/j.jlumin.2016.07.031
CN(C)c1ccc2c(-c3cc(C([O])=O)ccc3C([O])=O)c3ccc(=[N+](C)C)cc-3oc2c1,O,549,575,26,0.45,,,https://doi.org/10.1016/j.jlumin.2016.07.031
CN(C)c1ccc2c(-c3cc(C(=O)[O-])c(C(=O)[O-])cc3C(=O)[O-])c3ccc(=[N+](C)C)cc-3oc2c1,CCO,539,566,27,0.54,,,https://doi.org/10.1016/j.jlumin.2016.07.031
CN(C)c1ccc2c(-c3cc(C(=O)[O-])ccc3C(=O)[O-])c3ccc(=[N+](C)C)cc-3oc2c1,CCO,538,564,26,0.59,,,http://dx.doi.org/10.1016/j.jlumin.2016.07.031
CN(C)c1ccc2c(-c3cc(C(=O)[O-])ccc3C(=O)[O-])c3ccc(=[N+](C)C)cc-3oc2c1,O,549,575,26,0.45,,,http://dx.doi.org/10.1016/j.jlumin.2016.07.031
CN(C)c1ccc2c(-c3cc(N)ccc3C([O])=O)c3ccc(=[N+](C)C)cc-3oc2c1,O,544,574,30,0.022,,,https://doi.org/10.1016/j.jlumin.2016.07.031
CN(C)c1ccc2c(-c3cc(N)ccc3C(=O)[O-])c3ccc(=[N+](C)C)cc-3oc2c1,CCO,542,567,25,0.016,,,http://dx.doi.org/10.1016/j.jlumin.2016.07.031
CN(C)c1ccc2c(-c3cc(N)ccc3C(=O)[O-])c3ccc(=[N+](C)C)cc-3oc2c1,O,544,574,30,0.022,,,http://dx.doi.org/10.1016/j.jlumin.2016.07.031
CN(C)c1ccc2c(-c3ccc(Br)cc3)c3ccc(=[N+](C)C)cc-3oc2c1,CCO,556,579,23,,60400,4.781036939,DOI: 10.1021/ol035327u
CN(C)c1ccc2c(-c3ccc(C([O])=O)cc3C([O])=O)c3ccc(=[N+](C)C)cc-3oc2c1,O,548,578,30,0.45,,,https://doi.org/10.1016/j.jlumin.2016.07.031
CN(C)c1ccc2c(-c3ccc(C(=O)[O-])cc3C(=O)[O-])c3ccc(=[N+](C)C)cc-3oc2c1,O,548,578,30,0.45,,,http://dx.doi.org/10.1016/j.jlumin.2016.07.031
CN(C)c1ccc2c(-c3ccc(C(=O)[O-])cc3C(=O)[O-])c3ccc(=[N+](C)C)cc-3oc2c1,CCO,540,569,29,0.56,,,http://dx.doi.org/10.1016/j.jlumin.2016.07.031
CN(C)c1ccc2c(-c3ccc(N)cc3C([O])=O)c3ccc(=[N+](C)C)cc-3oc2c1,O,544,572,28,0.023,,,https://doi.org/10.1016/j.jlumin.2016.07.031
CN(C)c1ccc2c(-c3ccc(N)cc3C(=O)[O-])c3ccc(=[N+](C)C)cc-3oc2c1,O,544,572,28,0.023,,,http://dx.doi.org/10.1016/j.jlumin.2016.07.031
CN(C)c1ccc2c(-c3ccc(N)cc3C(=O)[O-])c3ccc(=[N+](C)C)cc-3oc2c1,CCO,533,564,31,0.018,,,http://dx.doi.org/10.1016/j.jlumin.2016.07.031
CN(C)c1ccc2c(-c3ccccc3)c3ccc(=[N+](C)C)cc-3[te]c2c1,CO,601,,,0.005,81000,4.908485019,https://doi.org/10.1021/acs.organomet.6b00255
CN(C)c1ccc2c(-c3ccccc3)c3ccc(=[N+](C)C)cc-3oc2c1,CCO,550,571,21,0.87,79300,4.899273187,https://doi.org/10.1021/acs.joc.1c02135
CN(C)c1ccc2c(-c3ccccc3)c3ccc4cc(=[N+](C)C)ccc4c3[se]c2c1,CO,658,717,59,0.009,69000,4.838849091,https://doi.org/10.1021/acs.organomet.6b00255
CN(C)c1ccc2c(-c3ccccc3)c3ccc4cc(=[N+](C)C)ccc4c3[te]c2c1,CO,640,,,0.003,66000,4.819543936,https://doi.org/10.1021/acs.organomet.6b00255
CN(C)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(=[N+](C)C)cc-3oc2c1,CCO,546,563,17,0.59,84100,4.924795996,https://doi.org/10.1021/acs.joc.1c02135
CN(C)c1ccc2cc3ccc(=[N+](C)C)cc-3oc2c1,CCO,547,568,21,0.48,,,http://dx.doi.org/10.1016/j.jlumin.2016.07.031
CN(C)c1ccc2cc3ccc(=[N+](C)C)cc-3oc2c1,O,548,565,17,0.38,,,http://dx.doi.org/10.1016/j.jlumin.2016.07.031
CN(C)c1ccc2cc3ccc(=[N+](C)C)cc-3sc2c1,CO,564,,,,,,https://doi.org/10.1016/j.jlumin.2003.12.041
CN(CCCC(=O)O)c1ccc2c(c1)C(C)(C)C1=CC(=[N+](C)C)C=CC1=C2,CCO,608,630,22,0.7,,,https://doi.org/10.1016/j.dyepig.2022.110735
CN1/C(=C/C=C/C=C2/C(=O)c3ccccc3S2(=O)=O)C(C)(C)c2ccccc21,O,586,615,29,,,,https://doi.org/10.1002/cmtd.202000068
CN1C(=O)C(=C/C=C/C=C2/N(C)c3ccccc3C2(C)C)C(=O)N(C)C1=S,O,583,603,20,,,,https://doi.org/10.1002/cmtd.202000068
CN1CC2CCCN2c2cc3c(-c4ccccc4C(=O)O)c4ccc(=O)cc-4oc3cc21,O,539,676,137,,,,https://doi.org/10.1002/cmtd.202000068
CN1CC2CCCN2c2cc3c(cc21)C(c1ccccc1C(=O)O)=c1cc2c4c(c1O3)CCC[N+]=4CCC2,O,586,644,58,,,,https://doi.org/10.1002/cmtd.202000068
CN1CC2CCCN2c2cc3oc4cc(=O)ccc-4c(-c4ccccc4C(=O)O)c3cc21,O,540,656,116,,,,https://doi.org/10.1002/cmtd.202000068
CN1CCC(C)(C)c2cc3c(cc21)[Se]c1cc2c(cc1=C3c1ccccc1)C(C)(C)CC[N+]=2C,CO,590,617,27,0.03,136000,5.133538908,https://doi.org/10.1016/j.cclet.2018.12.012
CN1CCC(C)(C)c2cc3c(cc21)[Te]c1cc2c(cc1=C3c1ccccc1)C(C)(C)CC[N+]=2C,CO,607,632,25,0.002,121000,5.08278537,https://doi.org/10.1016/j.cclet.2018.12.012
CN1CCC(C)(C)c2cc3c(cc21)Sc1cc2c(cc1=C3c1ccccc1)C(C)(C)CC[N+]=2C,CO,579,606,27,0.53,104000,5.017033339,https://doi.org/10.1016/j.cclet.2018.12.012
CN1CCc2cc3c(cc21)C(C)(C)C1=CC(=[N+](C)C)C=CC1=C3,CCO,616,640,24,0.75,,,https://doi.org/10.1016/j.dyepig.2022.110735
CN1CCCc2cc3c(cc21)oc(=O)c1cc2ccc(=[N+](C)C)cc-2oc13,C(Cl)Cl,618,648,30,0.22,80800,4.907411361,https://doi.org/10.1021/acs.joc.6b00981
CN1CCN(C)c2cc3c(-c4ccccc4C(=O)O)c4ccc(=O)cc-4oc3cc21,O,539,668,129,,,,https://doi.org/10.1002/cmtd.202000068
CN1CCN2CCC(C)(C)c3c2c1cc1c(-c2ccccc2C(=O)O)c2ccc(=O)cc-2oc31,O,542,666,124,,,,https://doi.org/10.1002/cmtd.202000068
Cn1ccnc1/C=N/N1C(=O)c2ccccc2C12c1ccc(O)cc1Oc1cc(O)ccc12,O,502,525,23,,,,https://doi.org/10.1002/cmtd.202000068
CNC1=C2C=CC(=[N+](C)C)C=C2[Si](C)(C)c2cc(N(C)C)ccc21,O,452,612,160,0.09,,,https://doi.org/10.1016/j.dyepig.2022.110735
CNC1=c2cc3c4c(c2[Si](C)(C)c2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,C(Cl)Cl,492,641,149,0.33,18300,4.26245109,https://doi.org/10.1039/c9sc02287b
CNC1=c2cc3c4c(c2[Si](C)(C)c2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,O,481,655,174,0.11,14500,4.161368002,https://doi.org/10.1039/c9sc02287b
CNC1=c2cc3c4c(c2[Si](C)(C)c2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,CC#N,488,640,152,0.26,12300,4.089905111,https://doi.org/10.1039/c9sc02287b
CNC1=c2cc3c4c(c2[Si](C)(C)c2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,CCO,487,628,141,0.28,13100,4.117271296,https://doi.org/10.1039/c9sc02287b
CNc1cc2oc3c/c(=[NH+]/C)c(-c4ccccc4)cc-3c(-c3ccccc3C([O])=O)c2cc1-c1ccccc1,CO,525,555,30,0.9,,,https://doi.org/10.1016/j.tetlet.2014.05.124
CNc1cc2oc3cc(=[N+](C)C)c(-c4ccccc4)cc-3c(-c3ccccc3C([O])=O)c2cc1-c1ccccc1,CO,543,,,,,,https://doi.org/10.1016/j.tetlet.2014.05.124
CNc1ccc2c(c1)C(C)(C)C1=C/C(=[NH+]/C)C=CC1=C2c1cc(C(=O)O)ccc1C(=O)[O-],O,582,607,25,0.69,90000,4.954242509,https://doi.org/10.1016/j.cclet.2018.12.012
COC(=O)c1ccc(-c2c3cc(F)c(=O)cc-3oc3cc(O)c(F)cc23)c(C)c1,O,496,517,21,,,,https://doi.org/10.1002/cmtd.202000068
COC(=O)c1ccc(-c2c3ccc(=O)cc-3oc3cc(O)ccc23)c(C)c1,O,496,517,21,,,,https://doi.org/10.1002/cmtd.202000068
COC(=O)c1ccccc1C1=C2C=CC(=[N+](C)C)C=C2C(C)(C)c2cc(N(C)C)ccc21,CCO,611,641,30,0.72,,,https://doi.org/10.1016/j.dyepig.2022.110735
COC(=O)c1ccccc1C1=c2cc3c4c(c2Oc2c1ccc1cccc(O)c21)CCC[N+]=4CCC3,O,585,624,39,,,,https://doi.org/10.1002/cmtd.202000068
COC(=O)c1ccccc1C1=c2cc3c4c(c2Oc2c1ccc1ccccc21)CCC[N+]=4CCC3,C(Cl)(Cl)Cl,528,601,73,0.36,11800,4.071882007,https://doi.org/10.1016/j.tet.2020.131420
COC(=O)c1ccccc1C1=c2cc3c4c(c2Oc2c1ccc1ccccc21)CCC[N+]=4CCC3,CS(=O)C,532,619,87,0.1,3500,3.544068044,https://doi.org/10.1016/j.tet.2020.131420
COC(=O)c1ccccc1C1=c2cc3c4c(c2Oc2c1ccc1ccccc21)CCC[N+]=4CCC3,CCO,527,606,79,0.49,14800,4.170261715,https://doi.org/10.1016/j.tet.2020.131420
COC(=O)c1ccccc1C1=c2cc3c4c(c2Oc2c1ccc1ccccc21)CCC[N+]=4CCC3,C(Cl)Cl,526,599,73,0.52,15800,4.198657087,https://doi.org/10.1016/j.tet.2020.131420
COC(=O)c1ccccc1C1=c2cc3c4c(c2Oc2c1ccc1ccccc21)CCC[N+]=4CCC3,CO,527,605,78,0.41,13400,4.127104798,https://doi.org/10.1016/j.tet.2020.131420
COC(=O)c1ccccc1C1=c2cc3c4c(c2Oc2c1ccc1ccccc21)CCC[N+]=4CCC3,CC#N,529,612,83,0.22,8500,3.929418926,https://doi.org/10.1016/j.tet.2020.131420
COC(=O)c1ccccc1C1=c2cc3c4c(c2Oc2c1ccc1ccccc21)CCC[N+]=4CCC3,O,527,610,83,0.19,7000,3.84509804,https://doi.org/10.1016/j.tet.2020.131420
COC(=O)c1ccccc1C1=c2cc3c4c(c2Oc2ccc5ccc(N)cc5c21)CCC[N+]=4CCC3,CO,592,670,78,0.016,21690,4.336259552,https://doi.org/10.1021/acs.joc.8b03030
COC(=O)c1ccccc1C1=c2cc3c4c(c2Oc2ccc5ccc(OC)cc5c21)CCC[N+]=4CCC3,CO,535,630,95,0.1836,26275,4.419542725,https://doi.org/10.1016/j.dyepig.2022.110735
COC(=O)c1ccccc1-c1c2cc([N+](=O)[O-])c(=O)c([N+](=O)[O-])c-2oc2c([N+](=O)[O-])c(O)c([N+](=O)[O-])cc12,O,506,,,,,,https://doi.org/10.1016/j.molliq.2022.120541
COC(=O)c1ccccc1-c1c2cc([N+](=O)[O-])c(=O)c([N+](=O)[O-])c-2oc2c([N+](=O)[O-])c(O)c([N+](=O)[O-])cc12,CCO,523,555,32,0.659,,,https://doi.org/10.1016/j.molliq.2022.120541
COC(=O)c1ccccc1-c1c2cc([N+](=O)[O-])c(=O)c([N+](=O)[O-])c-2oc2c([N+](=O)[O-])c(O)c([N+](=O)[O-])cc12,CS(=O)C,527,563,36,0.802,,,https://doi.org/10.1016/j.molliq.2022.120541
COC(=O)c1ccccc1-c1c2cc([N+](=O)[O-])c(=O)c([N+](=O)[O-])c-2oc2c([N+](=O)[O-])c(O)c([N+](=O)[O-])cc12,CO,519,554,35,0.49,,,https://doi.org/10.1016/j.molliq.2022.120541
COC(=O)c1ccccc1-c1c2cc([N+](=O)[O-])c(=O)c([N+](=O)[O-])c-2oc2c([N+](=O)[O-])c(O)c([N+](=O)[O-])cc12,CC#N,522,554,32,0.855,,,https://doi.org/10.1016/j.molliq.2022.120541
COC(=O)c1ccccc1-c1c2cc([N+](=O)[O-])c(=O)c(Br)c-2oc2c(Br)c([O-])c([N+](=O)[O-])cc12,O,533,589,57,0.0008,73180,4.864392405,https://doi.org/10.1016/j.molliq.2024.125386
COC(=O)c1ccccc1-c1c2cc([N+](=O)[O-])c(=O)c(Br)c-2oc2c(Br)c([O-])c([N+](=O)[O-])cc12,CO,541,589,49,0.027,81586,4.911615641,https://doi.org/10.1016/j.molliq.2024.125386
COC(=O)c1ccccc1-c1c2cc([N+](=O)[O-])c(=O)c(Br)c-2oc2c(Br)c([O-])c([N+](=O)[O-])cc12,CS(=O)C,557,601,45,0.482,81634,4.911871077,https://doi.org/10.1016/j.molliq.2024.125386
COC(=O)c1ccccc1-c1c2cc([N+](=O)[O-])c(=O)c(Br)c-2oc2c(Br)c([O-])c([N+](=O)[O-])cc12,CC#N,550,592,42,0.434,85813,4.933553085,https://doi.org/10.1016/j.molliq.2024.125386
COC(=O)c1ccccc1-c1c2cc([N+](=O)[O-])c(=O)c(Br)c-2oc2c(Br)c([O-])c([N+](=O)[O-])cc12,CN(C)C=O,555,596,42,0.548,82783,4.917941161,https://doi.org/10.1016/j.molliq.2024.125386
COC(=O)c1ccccc1-c1c2cc([N+](=O)[O-])c(=O)c(Br)c-2oc2c(Br)c([O-])c([N+](=O)[O-])cc12,CCO,547,590,44,0.078,85670,4.932828767,https://doi.org/10.1016/j.molliq.2024.125386
COC(=O)c1ccccc1-c1c2cc([N+](=O)[O-])c(=O)c(Br)c-2oc2c(Br)c([O-])c([N+](=O)[O-])cc12,CC(=O)C,552,590,39,0.498,86308,4.936051053,https://doi.org/10.1016/j.molliq.2024.125386
COC(=O)c1ccccc1-c1c2ccc(=[N+](C)C)cc-2oc2c1ccc1cccc(OC)c12,O,568,606,38,,,,https://doi.org/10.1002/cmtd.202000068
COC(=O)c1ccccc1-c1c2ccc(=[N+](C)C)cc-2oc2ccc3ccc(O)cc3c12,CO,556,610,54,0.0397,28896,4.460837729,https://doi.org/10.1021/acs.joc.8b03030
COC(=O)c1ccccc1-c1c2ccc(=[N+](C)C)cc-2oc2ccc3ccc(OC)cc3c12,CO,520,610,90,0.1165,27549,4.440105839,https://doi.org/10.1021/acs.joc.8b03030
COC(=O)c1ccccc1-c1c2ccc(=[NH2+])cc-2oc2cc(N)ccc12,CCO,506,529,23,0.88,,,https://doi.org/10.1016/j.jlumin.2013.07.066
COC(=O)c1ccccc1-c1c2ccc(=[NH2+])cc-2oc2cc(N)ccc12,CN(C)C=O,515,538,23,0.74,,,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
COC(=O)c1ccccc1-c1c2ccc(=[NH2+])cc-2oc2cc(N)ccc12,CO,508,,,,,,https://doi.org/10.1016/j.jlumin.2003.12.041
COC(=O)c1ccccc1-c1c2ccc(=[NH2+])cc-2oc2cc(N)ccc12,CC#N,500,525,25,1,,,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
COC(=O)c1ccccc1-c1c2ccc(=[NH2+])cc-2oc2cc(N)ccc12,O,497,527,30,0.89,,,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
COC(=O)c1ccccc1-c1c2ccc(=[NH2+])cc-2oc2ccc3ccc(N)cc3c12,CO,568,610,42,0.0108,18013,4.255586049,https://doi.org/10.1021/acs.joc.8b03030
COC(=O)c1ccccc1-c1c2ccc(=[NH2+])cc-2oc2ccc3ccc(O)cc3c12,CO,527,630,103,0.046,29276,4.466511738,https://doi.org/10.1021/acs.joc.8b03030
COC(=O)c1ccccc1-c1c2ccc(=[NH2+])cc-2oc2ccc3ccc(OC)cc3c12,CO,520,590,70,0.4199,26261,4.41931126,https://doi.org/10.1021/acs.joc.8b03030
COC(=O)c1ccccc1-c1c2ccc(=N)cc-2oc2c1ccc1cccc(O)c12,O,542,604,62,,,,https://doi.org/10.1002/cmtd.202000068
COC(=O)c1ccccc1-c1c2ccc(=N)cc-2oc2c1ccc1cccc(OC)c12,O,538,596,58,,,,https://doi.org/10.1002/cmtd.202000068
COC(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2c1ccc1cc(O)ccc12,O,486,548,62,,,,https://doi.org/10.1002/cmtd.202000068
COC(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2c1ccc1cccc(O)c12,O,499,600,101,,,,https://doi.org/10.1002/cmtd.202000068
COC(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2c1ccc1cccc(OC)c12,O,530,580,50,,,,https://doi.org/10.1002/cmtd.202000068
COC(=O)CCCCOc1ccc(-c2c3ccc(=O)cc-3oc3cc(O)ccc23)c(C)c1,O,491,510,19,,,,https://doi.org/10.1002/cmtd.202000068
COC(=O)COc1ccc(-c2c3ccc(=O)cc-3oc3cc(O)ccc23)c(C)c1,O,492,511,19,,,,https://doi.org/10.1002/cmtd.202000068
COC(=O)COc1ccc(-c2c3ccc(=O)cc-3oc3cc(O)ccc23)c(OC)c1,O,494,516,22,,,,https://doi.org/10.1002/cmtd.202000068
COc1cc(C)c(C2=C3C=CC(=[N+](C)C)C=C3[Si](C)(C)c3cc(N(C)C)ccc32)cc1N,O,648,669,21,0.0015,,,https://doi.org/10.1016/j.dyepig.2022.110735
COc1cc(C)c(C2=C3C=CC(=[N+](C)C)C=C3[Si](C)(C)c3cc(N(C)C)ccc32)cc1N=[N+]=[N-],O,650,666,16,0.066,,,https://doi.org/10.1016/j.dyepig.2022.110735
COc1cc(C)c(C2=C3C=CC(=[N+](C)C)C=C3[Si](C)(C)c3cc(N(C)C)ccc32)cc1-n1cc(C)nn1,O,650,666,16,0.066,,,https://doi.org/10.1016/j.dyepig.2022.110735
COc1cc(C2=C3C=CC(=[N+](C)C)C=C3[Si](C)(C)c3cc(N(C)C)ccc32)c(OC)c(-n2cc(C)nn2)c1,O,657,671,14,0.16,,,https://doi.org/10.1016/j.dyepig.2022.110735
COc1cc(N)c(OC)c(C2=C3C=CC(=[N+](C)C)C=C3[Si](C)(C)c3cc(N(C)C)ccc32)c1,O,654,672,18,0.0012,,,https://doi.org/10.1016/j.dyepig.2022.110735
COc1cc(N)cc(C2=C3C=CC(=[N+](C)C)C=C3[Si](C)(C)c3cc(N(C)C)ccc32)c1OC,O,652,665,13,0.00067,,,https://doi.org/10.1016/j.dyepig.2022.110735
COc1cc(N=[N+]=[N-])c(OC)c(C2=C3C=CC(=[N+](C)C)C=C3[Si](C)(C)c3cc(N(C)C)ccc32)c1,O,655,669,14,0.051,,,https://doi.org/10.1016/j.dyepig.2022.110735
COc1cc(N=[N+]=[N-])cc(C2=C3C=CC(=[N+](C)C)C=C3[Si](C)(C)c3cc(N(C)C)ccc32)c1OC,O,654,669,15,0.039,,,https://doi.org/10.1016/j.dyepig.2022.110735
COc1cc(-n2cc(C)nn2)cc(C2=C3C=CC(=[N+](C)C)C=C3[Si](C)(C)c3cc(N(C)C)ccc32)c1OC,O,656,670,14,0.18,,,https://doi.org/10.1016/j.dyepig.2022.110735
COc1cc(OC)c(C2=C3C=CC(=[N+](C)C)C=C3[Si](C)(C)c3cc(N(C)C)ccc32)cc1N,O,650,664,14,0.0014,,,https://doi.org/10.1016/j.dyepig.2022.110735
COc1cc(OC)c(C2=C3C=CC(=[N+](C)C)C=C3[Si](C)(C)c3cc(N(C)C)ccc32)cc1N=[N+]=[N-],O,654,666,12,0.0042,,,https://doi.org/10.1016/j.dyepig.2022.110735
COc1cc(OC)c(-n2cc(C)nn2)cc1C1=C2C=CC(=[N+](C)C)C=C2[Si](C)(C)c2cc(N(C)C)ccc21,O,655,668,13,0.2,,,https://doi.org/10.1016/j.dyepig.2022.110735
COc1cc(OCC(=O)O)ccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12,O,494,515,21,,,,https://doi.org/10.1002/cmtd.202000068
COc1cc2c(-c3ccc(C(=O)O)cc3C(=O)O)c3ccc(=O)cc-3oc2c(Cl)c1O,O,507,530,23,,,,https://doi.org/10.1002/cmtd.202000068
COc1ccc(C#Cc2c3ccc(=O)cc-3oc3cc(O)ccc23)cc1,CS(=O)C,602,627,25,0.71,61000,4.785329835,https://doi.org/10.1016/j.tet.2018.05.019
COc1ccc(C)cc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12,O,494,514,20,,,,https://doi.org/10.1002/cmtd.202000068
COc1ccc(C2=C3C=CC(=[N+](C)C)C=C3[Si](C)(C)c3cc(N(C)C)ccc32)c(C)c1,O,646,663,17,0.001,,,https://doi.org/10.1016/j.dyepig.2022.110735
COc1ccc(C2=C3C=CC(=[N+](C)C)C=C3[Si](C)(C)c3cc(N(C)C)ccc32)c(OC)c1,O,649,663,14,0.2,,,https://doi.org/10.1016/j.dyepig.2022.110735
COc1ccc(C2=C3C=CC(=[N+]4CCC4)C=C3[Si](C)(C)c3cc(N4CCC4)ccc32)c(C)c1,O,649,664,15,,,,https://doi.org/10.1002/cmtd.202000068
COc1ccc(C2=C3C=CC(=O)C=C3[Si](C)(C)c3cc(O)ccc32)c(C)c1,C(Cl)(Cl)Cl,446,559,113,0.011,,,https://doi.org/10.1016/j.dyepig.2019.04.024
COc1ccc(C2=C3C=CC(=O)C=C3[Si](C)(C)c3cc(O)ccc32)c(C)c1,CS(=O)C,456,555,99,0.071,,,https://doi.org/10.1016/j.dyepig.2019.04.024
COc1ccc(C2=C3C=CC(=O)C=C3[Si](C)(C)c3cc(O)ccc32)c(C)c1,C1CCOC1,435,535,100,0.005,,,https://doi.org/10.1016/j.dyepig.2019.04.024
COc1ccc(C2=C3C=CC(=O)C=C3[Si](C)(C)c3cc(O)ccc32)c(C)c1,CO,474,562,88,0.058,,,https://doi.org/10.1016/j.dyepig.2019.04.024
COc1ccc(C2=C3C=CC(=O)C=C3[Si](C)(C)c3cc(O)ccc32)c(C)c1,C(Cl)Cl,437,558,121,0.001,,,https://doi.org/10.1016/j.dyepig.2019.04.024
COc1ccc(C2=C3C=CC(=O)C=C3[Si](C)(C)c3cc(O)ccc32)c(C)c1,CCO,470,565,95,0.081,,,https://doi.org/10.1016/j.dyepig.2019.04.024
COc1ccc(-c2c3ccc(=[N+]4CCCCC4)cc-3oc3cc(N4CCCCC4)ccc23)cc1,CCO,561,582,21,0.31,100400,5.001733713,DOI: 10.1021/jo800902j
COc1ccc(-c2c3ccc(=[N+]4CCCCC4)cc-3oc3cc(N4CCCCC4)ccc23)cc1,C(Cl)Cl,562,582,20,0.91,116700,5.067070856,DOI: 10.1021/jo800902j
COc1ccc(-c2c3ccc(=O)cc-3oc3cc(O)ccc23)c(C)c1,O,492,509,17,,,,https://doi.org/10.1002/cmtd.202000068
COc1ccc(-c2c3ccc(=O)cc-3oc3cc(O)ccc23)c(OC)c1,O,494,513,19,,,,https://doi.org/10.1002/cmtd.202000068
COc1ccc(N(C)c2ccc3c(c2)[Si](C)(C)C2=C/C(=[N+](\C)c4ccc(OC)cc4)C=CC2=C3c2ccccc2C)cc1,CO,660,,,0.001,,,https://doi.org/10.1016/j.cclet.2018.12.012
