SMILES,Solvent,AM,EM,QY,AC,ST,LGAC,Et30,SP,SdP,SA,SB
C=CCNc1ccc2ccc3oc4cc(=[N+](C)C)ccc-4nc3c2c1,C(Cl)Cl,582,620.0,0.05,34300.0,38.0,4.5353,40.7,0.761,0.769,0.04,0.178
C=CCNc1ccc2ccc3oc4cc(=[N+](C)C)ccc-4nc3c2c1,O,552,650.0,0.007,18800.0,98.0,4.2742,63.1,0.681,0.997,1.062,0.025
C=CCNc1ccc2c(ccc3oc4cc(=[N+](C)C)ccc-4nc32)c1,C(Cl)Cl,610,645.0,0.4,20600.0,35.0,4.3139,40.7,0.761,0.769,0.04,0.178
C=CCNc1ccc2c(ccc3oc4cc(=[N+](C)C)ccc-4nc32)c1,CC#N,597,654.0,0.06,16300.0,57.0,4.2122,45.6,0.645,0.974,0.044,0.286
CCCCCCCC[NH+]1c2ccc(C(=O)[O-])cc2C(C)(C)[C@@H]1/C=C1\C(=O)[C@H](c2ccc(-c3ccc4c(c3)Sc3cc(OC[C@@H](CC)CCCC)ccc3N4CCCCCC)s2)[C@@H]1O,C1CCOC1,653,775.0,0.72,,122.0,,37.4,0.714,0.634,0.0,0.591
CCC1=C(C)C2=Cc3c4ccccc4c4n3[B-](c3ccc5cc6ccccc6cc5c3)(Oc3ccccc3-4)[N+]2=C1C,C(Cl)Cl,627,639.0,0.76,66200.0,12.0,4.8209,40.7,0.761,0.769,0.04,0.178
CCC1=C(C)C2=Cc3c4ccccc4c4n3[B-](c3ccc5cc6ccccc6cc5c3)(Oc3ccccc3-4)[N+]2=C1C,CC1=CC=CC=C1,630,641.0,0.68,74000.0,11.0,4.8692,33.9,0.782,0.284,0.0,0.128
CCC1=C(C)C2=Cc3c4ccccc4c4n3[B-](c3ccc5cc6ccccc6cc5c3)(Oc3ccccc3-4)[N+]2=C1C,CC#N,621,635.0,0.66,65900.0,14.0,4.8189,45.6,0.645,0.974,0.044,0.286
CCC1=C(C)C2=Cc3c4ccccc4c4n3[B-](c3ccc5cc6ccccc6cc5c3)(Oc3ccccc3-4)[N+]2=C1C,CCCCCC,626,636.0,0.75,80100.0,10.0,4.9036,31.0,0.616,0.0,0.0,0.056
CCCCC(CC)CN1C(=O)C2=C(c3ccc(-c4nc(-c5ccccc5)c(-c5ccccc5)n4-c4ccccc4)cc3)N(CC(CC)CCCC)C(=O)C2=C1c1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)n2C)cc1,C(Cl)(Cl)Cl,500,555.0,,20000.0,55.0,4.301,39.1,0.783,0.614,0.047,0.071
CCCCC(CC)CN1C(=O)C2=C(c3ccc(-c4nc(-c5ccccc5)c(-c5ccccc5)n4-c4ccccc4)cc3)N(CC(CC)CCCC)C(=O)C2=C1c1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)n2C)cc1,CC1=CC=CC=C1,500,555.0,,20000.0,55.0,4.301,33.9,0.782,0.284,0.0,0.128
CCCCC(CC)CN1C(=O)C2=C(c3ccc(-c4nc(-c5ccccc5)c(-c5ccccc5)n4-c4ccccc4)cc3)N(CC(CC)CCCC)C(=O)C2=C1c1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)n2C)cc1,C(Cl)Cl,500,555.0,,20000.0,55.0,4.301,40.7,0.761,0.769,0.04,0.178
CCCCC(CC)CN1C(=O)C2=C(c3ccc(-c4nc(-c5ccccc5)c(-c5ccccc5)n4-c4ccccc4)cc3)N(CC(CC)CCCC)C(=O)C2=C1c1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)n2C)cc1,C1CCOC1,500,555.0,,20000.0,55.0,4.301,37.4,0.714,0.634,0.0,0.591
O=Cc1ccc(-c2[o+]c3c(-c4ccc(C=O)cc4)c(-c4ccc(C=O)cc4)c4cccc5ccc(c2-c2ccc(C=O)cc2)c3c54)cc1,C(Cl)Cl,485,519.0,0.53,,34.0,,40.7,0.761,0.769,0.04,0.178
Cc1ccc(-c2[o+]c3c(-c4ccc(C)cc4)c(-c4ccc(C)cc4)c4cccc5ccc(c2-c2ccc(C)cc2)c3c54)cc1,C(Cl)Cl,507,577.0,0.62,,70.0,,40.7,0.761,0.769,0.04,0.178
Fc1cccc(-c2[o+]c3c(-c4cccc(F)c4)c(-c4cccc(F)c4)c4cccc5ccc(c2-c2cccc(F)c2)c3c54)c1,C(Cl)Cl,485,523.0,0.74,,38.0,,40.7,0.761,0.769,0.04,0.178
CC[N+]1=C(/C=C2/C(=O)C(c3ccc(-n4c5ccccc5c5ccccc54)s3)=C2[O-])Cc2cc(C(=O)O)ccc21,C(Cl)Cl,605,666.0,0.65,,61.0,,40.7,0.761,0.769,0.04,0.178
CC[N+]1=C(/C=C2/C(=O)C(c3ccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)s3)=C2[O-])Cc2cc(C(=O)O)ccc21,C(Cl)Cl,637,655.0,0.64,,18.0,,40.7,0.761,0.769,0.04,0.178
CCCCCCn1c2ccccc2c2cc(/C=C(/CN)c3ccc(/C=C4/SC(=S)N(CC(=O)O)C4=O)s3)ccc21,C(Cl)(Cl)Cl,504,640.0,0.62,,136.0,,39.1,0.783,0.614,0.047,0.071
CCCCn1c(=O)c2cc(Oc3ccc(C(C)(C)C)cc3)c3c4c(Oc5ccc(C(C)(C)C)cc5)c(Oc5ccc(C(C)(C)C)cc5)c5c(=O)n(CCCC)c(=O)c6cc(Oc7ccc(C(C)(C)C)cc7)c(c7c(Oc8ccc(C(C)(C)C)cc8)c(Oc8ccc(C(C)(C)C)cc8)c(c1=O)c2c37)c4c65,C(Cl)(Cl)Cl,570,610.0,0.75,,40.0,,39.1,0.783,0.614,0.047,0.071
CC(C)c1cccc(C(C)C)c1-n1c(=O)c2ccc3c4ccc5c(=O)n(-c6c(C(C)C)cccc6C(C)C)c(=O)c6cc7c(-c8ccccn8)nc8cc(c1=O)c2c3c8c7c4c56,C(Cl)(Cl)Cl,474,485.0,0.36,68376.0,11.0,4.8349,39.1,0.783,0.614,0.047,0.071
CCCCCCN1c2ccc(/C=C3\SC(=S)N(CC(=O)O)C3=O)cc2Sc2cc(-c3ccc(C)cc3)ccc21,C(Cl)Cl,471,655.0,0.57,,184.0,,40.7,0.761,0.769,0.04,0.178
Cc1ccc(-n2c(-c3ccccc3[N-]S(=O)(=O)c3ccc(C)cc3)[nH+]c3c4ccccc4c4ccccc4c32)cc1,CC1=CC=CC=C1,361,506.0,0.468,,145.0,,33.9,0.782,0.284,0.0,0.128
CCc1c2c(cc3oc(=O)cc(C(F)(F)F)c13)N(CCCCCC(=O)O)C(C)(C)C=C2CS(=O)(=O)[O-],O,431,540.0,,23200.0,109.0,4.3655,63.1,0.681,0.997,1.062,0.025
CC1=CC(C)(C)N(CCCS(=O)(=O)[O-])c2cc3oc(=O)c(C(=O)NCCCCCC(=O)O)cc3cc21,O,444,487.0,,22520.0,43.0,4.3526,63.1,0.681,0.997,1.062,0.025
CC1(C)C=C(CS(=O)(=O)[O-])c2cc3cc(C(=O)NCCCCCC(=O)O)c(=O)oc3cc2N1CCCS(=O)(=O)[O-],O,442,496.0,,22620.0,54.0,4.3545,63.1,0.681,0.997,1.062,0.025
CC(C)(C)c1ccc(-c2c(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)c(-c3ccc(C(C)(C)C)cc3)c2-c2ccc(C(C)(C)C)cc2)cc1,C1CCOC1,341,367.0,0.343,,26.0,,37.4,0.714,0.634,0.0,0.591
C[Si](C)(c1c2ccccc2cc2ccccc12)[Si](C)(C)c1c2ccccc2cc2ccccc12,C1CCCCC1,397,425.0,0.07,,28.0,,30.9,0.683,0.0,0.0,0.073
c1ccc2c(-c3ccncc3)c3c(nc2c1)-c1cc2c(cc1CC3)-c1nc3ccccc3c(-c3ccncc3)c1CC2,C(Cl)(Cl)Cl,376,389.0,0.961,,13.0,,39.1,0.783,0.614,0.047,0.071
CCCCC(CC)CN1C(=O)c2cccc3c(CCc4ccc(N(c5ccccc5)c5ccccc5)cc4)ccc(c23)C1=O,C(Cl)(Cl)Cl,450,582.0,0.51,22100.0,132.0,4.3444,39.1,0.783,0.614,0.047,0.071
CCCCC(CC)CN1C(=O)c2cccc3c(CCc4ccc(N(c5ccccc5)c5ccccc5)cc4)ccc(c23)C1=O,CC1=CC=CC=C1,438,512.0,0.89,24300.0,74.0,4.3856,33.9,0.782,0.284,0.0,0.128
O=C([O-])c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,CCO,564,593.0,0.98,,29.0,,51.9,0.633,0.783,0.4,0.658
CC1(C)CCN2CCC(C)(C)c3c4c(cc1c32)C(c1ccccc1C(=O)[O-])=c1cc2c3c(c1O4)C(C)(C)CC[N+]=3CCC2(C)C,CS(=O)C,577,600.0,,17330.0,23.0,4.2388,45.1,0.83,1.0,0.072,0.647
O=C([O-])c1ccc(C(=O)[O-])c(C2=c3cc4c5c(c3Oc3c2cc2c6c3CCCN6CCC2)CCC[N+]=5CCC4)c1,O,574,603.0,0.64,,29.0,,63.1,0.681,0.997,1.062,0.025
O=C([O-])c1ccc(C2=c3cc4c5c(c3Oc3c2cc2c6c3CCCN6CCC2)CCC[N+]=5CCC4)c(C(=O)[O-])c1,CCO,573,601.0,0.79,,28.0,,51.9,0.633,0.783,0.4,0.658
O=C([O-])c1ccc(C(=O)[O-])c(C2=c3cc4c5c(c3Oc3c2cc2c6c3CCCN6CCC2)CCC[N+]=5CCC4)c1,CCO,571,596.0,0.83,,25.0,,51.9,0.633,0.783,0.4,0.658
O=C([O-])c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,CC#N,577,603.0,1.0,,26.0,,45.6,0.645,0.974,0.044,0.286
O=C([O-])c1ccc(C2=c3cc4c5c(c3Oc3c2cc2c6c3CCCN6CCC2)CCC[N+]=5CCC4)c(C(=O)[O-])c1,O,574,603.0,0.6,,29.0,,63.1,0.681,0.997,1.062,0.025
CC(C)(C)NC(=O)C(c1cc(Br)cc(Br)c1)N(C(=O)c1ccccc1)c1cccc(C2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)c1,C1CCOC1,502,519.0,0.054,19940.0,17.0,4.2997,37.4,0.714,0.634,0.0,0.591
C(=C/c1cccnc1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,CC#N,367,476.0,0.39,,109.0,,45.6,0.645,0.974,0.044,0.286
CC1(C)C2=[N+](c3ccccc31)[B-](F)(F)n1cccc1-c1c2cc2n1CC=C2,C(Cl)Cl,469,547.0,0.56,21320.0,78.0,4.3288,40.7,0.761,0.769,0.04,0.178
COc1ccc2c(c1)C(C)(C)C1=[N+]2[B-](F)(F)n2cccc2-c2c1cc1n2CC=C1,O,470,563.0,0.27,,93.0,,63.1,0.681,0.997,1.062,0.025
CCOC(=O)c1ccc2c(c1)C(C)(C)C1=[N+]2[B-](F)(F)n2cccc2-c2c1cc1n2CC=C1,CO,482,552.0,0.062,20750.0,70.0,4.317,55.4,0.608,0.904,0.605,0.545
CC1(C)C2=[N+](c3ccccc31)[B-](F)(F)n1cccc1-c1c2cc2n1CC=C2,CS(=O)C,468,559.0,0.31,21370.0,91.0,4.3298,45.1,0.83,1.0,0.072,0.647
CC1(C)C2=[N+](c3ccc(Cl)cc31)[B-](F)(F)n1cccc1-c1c2cc2n1CC=C2,O,480,569.0,0.2,20830.0,89.0,4.3187,63.1,0.681,0.997,1.062,0.025
CC1(C)C2=[N+](c3ccccc31)[B-](F)(F)n1cccc1-c1c2cc2n1CC=C2,CC1=CC=CC=C1,469,541.0,0.49,21320.0,72.0,4.3288,33.9,0.782,0.284,0.0,0.128
CC1(C)C2=[N+](c3ccc(Br)cc31)[B-](F)(F)n1cccc1-c1c2cc2n1CC=C2,CS(=O)C,476,566.0,0.24,21010.0,90.0,4.3224,45.1,0.83,1.0,0.072,0.647
CC1(C)C2=[N+](c3ccc(Cl)cc31)[B-](F)(F)n1cccc1-c1c2cc2n1CC=C2,CO,472,555.0,0.16,21190.0,83.0,4.3261,55.4,0.608,0.904,0.605,0.545
CC1(C)C2=[N+](c3ccccc31)[B-](F)(F)n1cccc1-c1c2cc2n1CC=C2,CO,465,549.0,0.21,21510.0,84.0,4.3326,55.4,0.608,0.904,0.605,0.545
COc1ccc2c(c1)C(C)(C)C1=[N+]2[B-](F)(F)n2cccc2-c2c1cc1n2CC=C1,CS(=O)C,467,550.0,0.51,,83.0,,45.1,0.83,1.0,0.072,0.647
COc1ccc2c(c1)C(C)(C)C1=[N+]2[B-](F)(F)n2cccc2-c2c1cc1n2CC=C1,CO,462,543.0,0.4,,81.0,,55.4,0.608,0.904,0.605,0.545
CC1(C)C2=[N+](c3ccc(Cl)cc31)[B-](F)(F)n1cccc1-c1c2cc2n1CC=C2,CS(=O)C,475,566.0,0.24,21050.0,91.0,4.3233,45.1,0.83,1.0,0.072,0.647
CC1(C)C2=[N+](c3ccc(Br)cc31)[B-](F)(F)n1cccc1-c1c2cc2n1CC=C2,CO,472,560.0,0.17,21190.0,88.0,4.3261,55.4,0.608,0.904,0.605,0.545
CC1(C)C2=[N+](c3ccc(Cl)cc31)[B-](F)(F)n1cccc1-c1c2cc2n1CC=C2,C(Cl)Cl,472,554.0,0.44,21190.0,82.0,4.3261,40.7,0.761,0.769,0.04,0.178
CC1(C)C2=[N+](c3ccc(Br)cc31)[B-](F)(F)n1cccc1-c1c2cc2n1CC=C2,CC1=CC=CC=C1,476,548.0,0.6,21010.0,72.0,4.3224,33.9,0.782,0.284,0.0,0.128
CC1(C)C2=[N+](c3ccc(Cl)cc31)[B-](F)(F)n1cccc1-c1c2cc2n1CC=C2,CC1=CC=CC=C1,473,549.0,0.59,21140.0,76.0,4.3251,33.9,0.782,0.284,0.0,0.128
CC1(C)C2=[N+](c3ccccc31)[B-](F)(F)n1cccc1-c1c2cc2n1CC=C2,O,465,521.0,0.3,21510.0,56.0,4.3326,63.1,0.681,0.997,1.062,0.025
CCOC(=O)c1ccc2c(c1)C(C)(C)C1=[N+]2[B-](F)(F)n2cccc2-c2c1cc1n2CC=C1,CS(=O)C,487,585.0,0.16,20530.0,98.0,4.3124,45.1,0.83,1.0,0.072,0.647
CC1(C)C2=[N+](c3ccc(Br)cc31)[B-](F)(F)n1cccc1-c1c2cc2n1CC=C2,O,492,571.0,0.17,20330.0,79.0,4.3081,63.1,0.681,0.997,1.062,0.025
CCOC(=O)c1ccc2c(c1)C(C)(C)C1=[N+]2[B-](F)(F)n2cccc2-c2c1cc1n2CC=C1,CC1=CC=CC=C1,486,560.0,0.58,20580.0,74.0,4.3134,33.9,0.782,0.284,0.0,0.128
CCOC(=O)c1ccc2c(c1)C(C)(C)C1=[N+]2[B-](F)(F)n2cccc2-c2c1cc1n2CC=C1,C(Cl)Cl,481,568.0,0.32,20790.0,87.0,4.3179,40.7,0.761,0.769,0.04,0.178
CCOC(=O)c1ccc2c(c1)C(C)(C)C1=[N+]2[B-](F)(F)n2cccc2-c2c1cc1n2CC=C1,O,491,588.0,0.067,20370.0,97.0,4.309,63.1,0.681,0.997,1.062,0.025
CCCC1(CCC)c2cc(-c3ccco3)ccc2-c2ccc(-c3ccco3)cc21,C1CCCCC1,364,377.0,0.86,50000.0,13.0,4.699,30.9,0.683,0.0,0.0,0.073
C(=C/c1cc(-c2ccccc2)c(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1-c1ccccc1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,C(Cl)Cl,415,495.0,0.8,,80.0,,40.7,0.761,0.769,0.04,0.178
Cc1ccc(-c2cc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(-c3ccc(C)cc3)cc2/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,C(Cl)Cl,410,492.0,0.74,,82.0,,40.7,0.761,0.769,0.04,0.178
C(S/C=C/c1ccc(-c2ccc(/C=C/SC=C3CCCC3)cc2)cc1)=C1CCCC1,C(Cl)Cl,352,431.0,0.182,47900.0,79.0,4.6803,40.7,0.761,0.769,0.04,0.178
O=Cc1ccc(C2=C3C=c4c(oc5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4oc23)cc1,CC1=CC=CC=C1,597,621.0,0.53,111000.0,24.0,5.0453,33.9,0.782,0.284,0.0,0.128
Cc1ccccc1C1=C2C=c3c(oc4ccc(F)cc34)=[N+]2[B-](F)(F)n2c1cc1c3cc(F)ccc3oc12,CO,575,588.0,0.89,123000.0,13.0,5.0899,55.4,0.608,0.904,0.605,0.545
Cc1ccccc1C1=C2C=c3c(oc4ccc(C(C)(C)C)cc34)=[N+]2[B-](F)(F)n2c1cc1c3cc(C(C)(C)C)ccc3oc12,CO,586,601.0,0.86,166000.0,15.0,5.2201,55.4,0.608,0.904,0.605,0.545
Cc1ccccc1C1=C2C=c3c(oc4ccc(F)cc34)=[N+]2[B-](F)(F)n2c1cc1c3cc(F)ccc3oc12,CCOC(=O)C,577,588.0,0.93,127000.0,11.0,5.1038,38.1,0.656,0.603,0.0,0.542
Cc1ccc(C2=C3C=c4c(oc5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4oc23)cc1,C1CCOC1,582,597.0,0.92,194000.0,15.0,5.2878,37.4,0.714,0.634,0.0,0.591
CCCCCCOc1ccc2oc3c(c2c1)=CC1=C(c2ccccc2C)c2cc4c5cc(OCCCCCC)ccc5oc4n2[B-](F)(F)[N+]=31,C1CCCCC1,592,603.0,0.96,190000.0,11.0,5.2788,30.9,0.683,0.0,0.0,0.073
Cc1ccc(C2=C3C=c4c(oc5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4oc23)cc1,CC1=CC=CC=C1,588,603.0,0.96,204000.0,15.0,5.3096,33.9,0.782,0.284,0.0,0.128
Cc1ccccc1C1=C2C=c3c(oc4ccccc34)=[N+]2[B-](F)(F)n2c1cc1c3ccccc3oc12,C1CCCCC1,587,596.0,0.88,215000.0,9.0,5.3324,30.9,0.683,0.0,0.0,0.073
Cc1ccccc1C1=C2C=c3c(oc4ccccc34)=[N+]2[B-](F)(F)n2c1cc1c3ccccc3oc12,CO,581,595.0,0.88,164000.0,14.0,5.2148,55.4,0.608,0.904,0.605,0.545
F[B-]1(F)n2c(cc3c4ccccc4oc32)C(c2ccccc2)=C2C=c3c(oc4ccccc34)=[N+]21,CO,579,597.0,0.76,156000.0,18.0,5.1931,55.4,0.608,0.904,0.605,0.545
COC(=O)[C@H](Cc1ccc2oc3c(c2c1)=CC1=C(c2ccc(OC)cc2)c2cc4c5cc(C[C@H](NC(=O)OC(C)(C)C)C(=O)OC)ccc5oc4n2[B-](F)(F)[N+]=31)NC(=O)OC(C)(C)C,CO,580,595.0,0.82,148000.0,15.0,5.1703,55.4,0.608,0.904,0.605,0.545
Cc1ccc(C2=C3C=c4c(oc5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4oc23)cc1,C1CCCCC1,585,597.0,0.94,215000.0,12.0,5.3324,30.9,0.683,0.0,0.0,0.073
Cc1ccccc1C1=C2C=c3c(oc4ccc(C(C)(C)C)cc34)=[N+]2[B-](F)(F)n2c1cc1c3cc(C(C)(C)C)ccc3oc12,CCOC(=O)C,588,602.0,0.93,181000.0,14.0,5.2577,38.1,0.656,0.603,0.0,0.542
O=Cc1ccc(C2=C3C=c4c(oc5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4oc23)cc1,C1CCCCC1,593,612.0,0.63,137000.0,19.0,5.1367,30.9,0.683,0.0,0.0,0.073
F[B-]1(F)n2c(cc3c4ccccc4oc32)C(c2ccccc2)=C2C=c3c(oc4ccccc34)=[N+]21,CCOC(=O)C,581,597.0,0.82,124000.0,16.0,5.0934,38.1,0.656,0.603,0.0,0.542
Cc1ccc(C2=C3C=c4c(oc5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4oc23)cc1,CCOC(=O)C,580,595.0,0.92,170000.0,15.0,5.2304,38.1,0.656,0.603,0.0,0.542
O=Cc1ccc(C2=C3C=c4c(oc5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4oc23)cc1,CN(C)C=O,589,616.0,0.45,90900.0,27.0,4.9586,43.2,0.759,0.977,0.031,0.613
CCCCCCOc1ccc2oc3c(c2c1)=CC1=C(c2ccccc2C)c2cc4c5cc(OCCCCCC)ccc5oc4n2[B-](F)(F)[N+]=31,CCOC(=O)C,587,603.0,0.73,157000.0,16.0,5.1959,38.1,0.656,0.603,0.0,0.542
Cc1ccc(C2=C3C=c4c(oc5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4oc23)cc1,C(Cl)Cl,584,599.0,0.95,,15.0,,40.7,0.761,0.769,0.04,0.178
COC(=O)[C@H](Cc1ccc2oc3c(c2c1)=CC1=C(c2ccc(OC)cc2)c2cc4c5cc(C[C@H](NC(=O)OC(C)(C)C)C(=O)OC)ccc5oc4n2[B-](F)(F)[N+]=31)NC(=O)OC(C)(C)C,C1CCCCC1,587,597.0,0.81,180000.0,10.0,5.2553,30.9,0.683,0.0,0.0,0.073
COc1ccc(C2=C3C=c4c(oc5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4oc23)cc1,CO,577,592.0,0.79,152000.0,15.0,5.1818,55.4,0.608,0.904,0.605,0.545
Cc1ccc(C2=C3C=c4c(oc5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4oc23)cc1,CN(C)C=O,582,599.0,0.92,169000.0,17.0,5.2279,43.2,0.759,0.977,0.031,0.613
F[B-]1(F)n2c(cc3c4ccccc4oc32)C(c2ccccc2)=C2C=c3c(oc4ccccc34)=[N+]21,C1CCCCC1,586,598.0,0.84,156000.0,12.0,5.1931,30.9,0.683,0.0,0.0,0.073
Cc1ccccc1C1=C2C=c3c(oc4ccc(C(C)(C)C)cc34)=[N+]2[B-](F)(F)n2c1cc1c3cc(C(C)(C)C)ccc3oc12,C1CCCCC1,592,602.0,0.89,232000.0,10.0,5.3655,30.9,0.683,0.0,0.0,0.073
COC(=O)[C@H](Cc1ccc2oc3c(c2c1)=CC1=C(c2ccc(OC)cc2)c2cc4c5cc(C[C@H](NC(=O)OC(C)(C)C)C(=O)OC)ccc5oc4n2[B-](F)(F)[N+]=31)NC(=O)OC(C)(C)C,CCOC(=O)C,582,597.0,0.86,149000.0,15.0,5.1732,38.1,0.656,0.603,0.0,0.542
O=Cc1ccc(C2=C3C=c4c(oc5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4oc23)cc1,C(Cl)Cl,594,619.0,0.5,105000.0,25.0,5.0212,40.7,0.761,0.769,0.04,0.178
COc1ccc(C2=C3C=c4c(oc5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4oc23)cc1,CCOC(=O)C,578,594.0,0.83,157000.0,16.0,5.1959,38.1,0.656,0.603,0.0,0.542
COc1ccc(C2=C3C=c4c(oc5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4oc23)cc1,C1CCCCC1,584,594.0,0.88,200000.0,10.0,5.301,30.9,0.683,0.0,0.0,0.073
O=Cc1ccc(C2=C3C=c4c(oc5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4oc23)cc1,CO,583,610.0,0.44,111000.0,27.0,5.0453,55.4,0.608,0.904,0.605,0.545
Cc1ccc(C2=C3C=c4c(oc5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4oc23)cc1,CC#N,578,596.0,0.9,173000.0,18.0,5.238,45.6,0.645,0.974,0.044,0.286
Cc1ccc(C2=C3C=c4c(oc5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4oc23)cc1,CO,578,595.0,0.84,164000.0,17.0,5.2148,55.4,0.608,0.904,0.605,0.545
O=Cc1ccc(C2=C3C=c4c(oc5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4oc23)cc1,CC#N,586,611.0,0.37,87000.0,25.0,4.9395,45.6,0.645,0.974,0.044,0.286
Cc1ccccc1C1=C2C=c3c(oc4ccc(F)cc34)=[N+]2[B-](F)(F)n2c1cc1c3cc(F)ccc3oc12,C1CCCCC1,582,590.0,0.95,173000.0,8.0,5.238,30.9,0.683,0.0,0.0,0.073
Cc1ccccc1C1=C2C=c3c(oc4ccccc34)=[N+]2[B-](F)(F)n2c1cc1c3ccccc3oc12,CCOC(=O)C,582,595.0,0.93,169000.0,13.0,5.2279,38.1,0.656,0.603,0.0,0.542
O=Cc1ccc(C2=C3C=c4c(oc5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4oc23)cc1,C1CCOC1,589,615.0,0.42,107000.0,26.0,5.0294,37.4,0.714,0.634,0.0,0.591
O=Cc1ccc(C2=C3C=c4c(oc5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4oc23)cc1,CCOC(=O)C,587,610.0,0.39,119000.0,23.0,5.0755,38.1,0.656,0.603,0.0,0.542
CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(N(c2ccc(-c3ccc(N(c4ccc(-n5c6ccc(C(C)(C)C)cc6c6cc(C(C)(C)C)ccc65)cc4)c4ccc(-n5c6ccc(C(C)(C)C)cc6c6cc(C(C)(C)C)ccc65)cc4)cc3)cc2)c2ccc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cc2)cc1,C(Cl)Cl,349,422.0,0.55,100000.0,73.0,5.0,40.7,0.761,0.769,0.04,0.178
c1ccc2c(c1)CCc1ccccc1N2c1c2ccccc2cc2ccccc12,CC1=CC=CC=C1,426,507.0,0.68,,81.0,,33.9,0.782,0.284,0.0,0.128
C=CCn1c2ccccc2c2cc(C(=O)OC)nc(-c3nc4ccccc4s3)c21,C(Cl)(Cl)Cl,382,440.0,0.193,26180.0,58.0,4.418,39.1,0.783,0.614,0.047,0.071
COC(=O)c1cc2c3ccccc3n(C)c2c(-c2nc3ccccc3s2)n1,C(Cl)(Cl)Cl,383,439.0,0.228,,56.0,,39.1,0.783,0.614,0.047,0.071
CCn1c2ccccc2c2cc(C(=O)OC)nc(-c3nc4ccccc4s3)c21,C(Cl)(Cl)Cl,384,439.0,0.277,26030.0,55.0,4.4155,39.1,0.783,0.614,0.047,0.071
NCc1c(-n2c3ccccc3c3ccccc32)cc(N2c3ccccc3C(c3ccccc3)(c3ccccc3)c3ccccc32)cc1-n1c2ccccc2c2ccccc21,CC1=CC=CC=C1,368,471.0,0.27,,103.0,,33.9,0.782,0.284,0.0,0.128
CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cc(N2c3ccccc3C(c3ccccc3)(c3ccccc3)c3ccccc32)cc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c1CN,CC1=CC=CC=C1,378,458.0,0.2,,80.0,,33.9,0.782,0.284,0.0,0.128
CCCCCCOc1c2ccc(N(c3ccccc3)c3ccc4c(c3)Sc3ccccc3N4CCCCCC)cc2c(OCCCCCC)c2ccc(/C=C(\CN)C(=O)O)cc12,C1CCOC1,494,558.0,0.64,,64.0,,37.4,0.714,0.634,0.0,0.591
CCCCCCOc1c2ccccc2c(OCCCCCC)c2cc(N(c3ccccc3)c3ccc4c(c3)Sc3cc(/C=C(\CN)C(=O)O)ccc3N4CCCCCC)ccc12,C1CCOC1,440,559.0,0.65,,119.0,,37.4,0.714,0.634,0.0,0.591
