SMILES,Solvent,LGAC
Nc1cccc2c1C(=O)c1ccccc1-2,CCO,3.8921
CC(C)(C)c1ccc2c(c1)sc1[n+]2[B-](F)(F)n2c(c3cccc4cccc2c43)=C1CN,C(Cl)Cl,4.6021
NCc1cc2ccccc2oc1=O,C1CCCCC1,3.8084
CCC1=C(C)C2=C(c3c(C)cc(C)nc3-c3cccs3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,C1COCCO1,4.8751
CC(=O)OC[C@@H]1O[C@H](n2cnc3c2N=CN2Cc4c[n+](C)c(C)nc4N=C32)[C@@H](O)[C@H]1O,CCO,4.5832
CCCCCCCCn1c(=O)c2cc3c(CCc4ccc(N(c5ccccc5)c5ccccc5)cc4)c4cc5c(=O)n(CCCCCCCC)c(=O)c5cc4c(CCc4ccc(N(c5ccccc5)c5ccccc5)cc4)c3cc2c1=O,C(Cl)(Cl)Cl,4.5185
CC1(C)c2cc(C=O)ccc2-c2ccc(N3CCC3)cc21,CC#N,4.4237
CCOC(=O)c1sc2nc(-c3ccccc3)c(C)c(CN)c2c1N,C1CCCCC1,3.8751
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,CCOC(=O)C,4.4125
CCN(CC)c1ccc2cc(/C=C/C(O)=C3\CC/C(=C\c4cc5ccc(N(CC)CC)cc5oc4=O)C3=O)c(=O)oc2c1,CS(=O)C,4.7233
Cc1ccc(C2CC(c3ccc(O)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,C1COCCO1,5.534
CN(C)c1ccc(/C=C/c2cc[n+](CCCOCC(COCCC[n+]3ccc(/C=C/c4ccc(N(C)C)cc4)cc3)(COCCC[n+]3ccc(/C=C/c4ccc(N(C)C)cc4)cc3)COCCC[n+]3ccc(/C=C/c4ccc(N(C)C)cc4)cc3)cc2)cc1,CO,5.1492
CC(C)(C)c1cc(/C=C/C=C/C=C2\N(CCC[SH](=O)([O-])O)c3ccc([SH](=O)([O-])O)cc3C2(C)CCCC(=O)O)c2ccc(N(CCCS(=O)(=O)[O-])CCCS(=O)(=O)[O-])cc2[o+]1,CCO,4.1348
CCC1(CC)c2cc(B(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)ccc2-c2ccc(N(c3ccccc3)c3ccc4c(c3)C(CC)(CC)c3cc(B(c5c(C)cc(C)cc5C)c5c(C)cc(C)cc5C)ccc3-4)cc21,CCCCCC,4.8727
O=c1oc2ccccc2cc1-c1nc2ccccc2o1,C(Cl)(Cl)Cl,4.29
NCc1ccc(/C=C/C=C/C2=NC3C(=O)NC(N)=NC3N2[C@H]2C[C@H](O)[C@@H](CO)O2)cc1,C1COCCO1,4.2695
CC[n+]1ccc(/C=C/c2ccc3ccc4cccc5ccc2c3c45)cc1,CS(=O)C,4.0864
CCOC(=O)CN1C(=O)C2=C(c3ccc(CN)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,CS(=O)C,4.2041
Fc1ccc(CCc2cc(CCc3ccc(F)cc3)c(CCc3ccc(F)cc3)c(CCc3ccc(F)cc3)c2CCc2ccc(F)cc2)cc1,C(Cl)Cl,4.7243
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,C1COCCO1,4.9243
CCCCCCCCCCC1(CCCCCCCCCC)c2cc(-c3nc4ccccc4s3)ccc2-c2ccc(-n3c(=O)c4ccc5c6ccc7c(=O)n(-c8ccc9c(c8)C(CCCCCCCCCC)(CCCCCCCCCC)c8cc(-c%10nc%11ccccc%11s%10)ccc8-9)c(=O)c8ccc(c9ccc(c3=O)c4c59)c6c78)cc21,CC1=CC=CC=C1,4.9912
CC(C)(C)C1Nc2c(Cl)cc(Cl)cc2C(=O)N1Cc1ccccc1,CC#N,3.4363
O=C(c1ccc(N(c2ccccc2)c2ccccc2)cc1)[C@H]1[C@H](c2ccc(F)cc2)C[C@](O)(c2ccccn2)C[C@]1(O)c1ccccn1,CN(C)C=O,4.3364
CC(C)c1cccc(C(C)C)c1N1C(c2ccccc2)=Cc2ccc3ccccc3[n+]2[B-]1(F)F,C(Cl)Cl,4.45
Oc1cc(N(c2ccccc2)c2ccccc2)ccc1-c1nc2c3ccc(-c4ccccc4)cc3c3cc(-c4ccccc4)ccc3c2[nH]1,CCCCCC,4.828
CN(C)c1ccc(C2=Cc3cc(Cl)nc[n+]3[B-](F)(F)O2)cc1,CC1=CC=CC=C1,4.8382
O=c1oc2ccc(Br)cc2cc1-c1cc2cc(Br)ccc2o1,CC#N,4.5132
CCCCCCN1C(=O)c2cccc3c(-c4ccc(C=O)cc4F)ccc(c23)C1=O,CN(C)C=O,4.4597
CCOC(=O)COc1ccc(/C=C/C2=C3c4ccccc4C(c4ccc[nH]4)=[N+]3[B-](F)(F)n3ccc(C)c32)cc1,CC1=CC=CC=C1,4.64
CCCCCCOc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3)cc1,CS(=O)C,4.248
CC1CC=C(c2ccc(-c3cccs3)s2)CC1,CC#N,4.29
Oc1ccc(-c2ccco2)cc1-c1nc2ccccc2s1,CCO,3.6117
CCCCC1(CCCC)c2cc(CCc3ccc(C=C4c5ccccc5CCc5ccccc54)cc3)ccc2-c2ccc(CCc3ccc(C=C4c5ccccc5CCc5ccccc54)cc3)cc21,C1CCOC1,4.9595
CCCCCCN1C(=O)c2cccc3c(-c4cccs4)ccc(c23)C1=O,C(Cl)(Cl)Cl,4.155
COC(=O)c1c2ccccc2nc2ccccc12,CCO,4.0498
CCOC(=O)CSc1nc(-c2ccccc2)c(C)c(CN)c1CN,CCOC(=O)C,4.2227
CC1=CC(C)(C)Nc2ccc3c(-c4cccs4)c4ccc(=[NH2+])cc-4oc3c21,O,4.2882
CC1=[N+]2C(=C(c3cccs3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,CCOC(=O)C,4.8808
CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(N2CCCCC2)cc1,CC1=CC=CC=C1,4.6474
CSc1nccc(/C=C/c2ccc(N(c3ccccc3)c3ccc(/C=C/c4ccnc(SC)n4)cc3)cc2)n1,C(Cl)Cl,4.6276
CN1/C(=C/C=C(/C=C/c2sc3ccccc3[n+]2C)c2cccc(C(F)(F)F)c2)Sc2ccccc21,CCO,5.1461
COc1ccc(C(=O)OCc2ccc3c4cccc5cccc(c6cccc2c63)c54)cc1,CCO,4.55
NCC(CN)=C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccccc1,CCO,4.6181
COc1cc2c3c(c4cc(OC)c(OC)c(OC)c4c2c(OC)c1OC)=[N+]1C(=C(c2c(C)cc(C)cc2C)c2cc4c5cc(OC)c(OC)c(OC)c5c5c(OC)c(OC)c(OC)cc5c4n2[B-]1(F)F)C=3,CC1=CC=CC=C1,5.29
Fc1ccc(C2=NC(c3ccccc3)C(N(c3ccccc3)c3ccccc3)S2)cc1,C(Cl)(Cl)Cl,4.0864
CCCCN1B2C(=Cc3ccccc31)C(c1ccccc1)=C(c1ccccc1)c1ccccc12,C(Cl)Cl,4.4089
NC/C(=C\c1ccncc1)c1nc(-c2ccccc2)cs1,CC1=CC=CC=C1,4.0086
CCCCCCCCCCCCC(CCCCCCCCCC)Cn1c2cc(C=C(CN)CN)c3cccc4c5cccc6c(C=C(CN)CN)cc1c(c65)c2c34,CC#N,4.4314
CCOC(=O)/C(=C\c1ccc2c(c1)c1ccccc1n2-c1ccc(C)cc1)CN,C(Cl)(Cl)Cl,4.3585
CCN(CC)c1ccc(/C=N/CC/N=C/c2ccc(N(CC)CC)cc2O)c(O)c1,C(Cl)Cl,4.5065
CCOC(=O)c1c(-c2cc3cc4c(cc3oc2=O)OC(C)(C)CC4)nn(-c2ccccc2)c1C(=O)OCC,C(Cl)Cl,4.4977
CCOC(=O)c1[nH]c(C)c(/C=C/C2=[N+]3C(=C(c4cc(OC)cc(OC)c4)c4c(C)c(I)c(/C=C/c5c(C)[nH]c(C(=O)OCC)c5C)n4[B-]3(F)F)C(C)=C2I)c1C,CS(=O)C,4.96
F[B-]1(F)OC(c2ccccc2)=Cc2cc(Cl)nc[n+]21,CC1=CC=CC=C1,4.5729
CC(=O)Nc1ccccc1C(=O)OC1CC(C)CCC1C(C)C,C1CCCCC1,3.8325
CCN(CC)c1ccc2cc(/C=C/C(=C(CN)CN)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(=O)oc2c1,CCOC(=O)C,4.8426
O=c1oc2ccccc2cc1-c1nc2ccccc2o1,CC#N,4.3
CC1(C)c2cc(C=O)ccc2-c2ccc(N3CCCCCC3)cc21,CCO,4.4002
CC(=O)c1ccc2c(-c3ccc(Br)cc3)c3c(n2c1)C(=O)N(CCNC(=O)OC(C)(C)C)C3,C(Cl)Cl,4.4597
CCCCCOc1cc2oc(=O)c3c4occc4c4ccc5cccc6c(c1)c2c3c4c56,C1CCOC1,4.0966
O=S(=O)(/N=c1\oc2cccc3c4c(-c5ccccc5)oc5cccc(c(c1-c1ccccc1)c23)c54)C(F)(F)F,CS(=O)C,4.4914
Cc1cc2ccc(-c3cccc4cccc(-c5ccc6cc(C)c(=O)oc6c5)c34)cc2oc1=O,CO,4.3659
Cc1ccc(N/C=C/C=[NH+]c2ccc(C)cc2)cc1,CS(=O)C,4.7024
CCN(CC)c1ccc2c(c1)oc(=O)c1c(C)nc3c(c(-c4ccccc4)nn3C)c12,C(Cl)Cl,4.5821
O=[N+]([O-])c1ccc(NCCN(Cc2c3ccccc3cc3ccccc23)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,CC(=O)C,4.537
CC[n+]1nc2cc3c4c(c2c2ccccc21)CCCN4CCC3,O,4.7168
CC(=O)NC(Cc1ccc(O)cc1)C(=O)O[Si]1(OC(=O)C(Cc2ccc(O)cc2)NC(C)=O)n2c3c4ccccc4c2/N=C2\N=C(/N=c4/c5ccccc5/c(n41)=N/C1=N/C(=N\3)c3ccccc31)c1ccccc12,CN(C)C=O,5.2856
CC(C)(C)c1cc(/C=C/C=C/C=C2/N(CCCS(=O)(=O)[O-])c3ccc(S(=O)(=O)[O-])cc3C2(C)CCCC(=O)O)[o+]c2cc(N(Cc3cccc(S(=O)(=O)[O-])c3)Cc3cccc(S(=O)(=O)[O-])c3)ccc12,CCO,4.1086
CCCCCCCN1C(=CC2=C([O-])C(=Cc3sc4ccccc4[n+]3CCCCCCC)C2=C(CN)CN)Sc2ccccc21,CN(C)C=O,5.1367
CCCCCCc1cc2c(s1)-c1ccccc1N1B2c2cc(CCCCCC)sc2-c2cc3c(cc21)-c1sc(CCCCCC)cc1B1c2cc(CCCCCC)sc2-c2cc4c(cc2N13)-c1sc(CCCCCC)cc1B1c2cc(CCCCCC)sc2-c2ccccc2N14,C1CCOC1,4.3779
CCN(CC)c1ccc2cc(-c3cc(SC)c(CN)c(=O)o3)c(=O)oc2c1,C1CCOC1,4.9058
c1ccc2c(c1)Cc1cc3c(cc1-2)Cc1ccccc1-3,C1CCCCC1,4.83
CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,C(Cl)Cl,4.4412
COc1ccc(C2=[N+]3C(=C(c4ccc(C(=O)OCc5ccccc5)cc4)c4cc(Cl)c(-c5ccc(OC)cc5)n4[B-]3(F)F)C=C2Cl)cc1,CC1=CC=CC=C1,4.7324
COc1ccc(-c2csc(/C(=C/c3ccc(CN)cc3)CN)n2)cc1,CCO,3.7076
CCN(CC)c1ccc2cc(-c3cn4ccccc4n3)c(=O)oc2c1,CCOC(=O)C,4.7118
CCCCCCc1ccc2c3c(ccc2c1)O[B-](F)(F)[N+](c1cc([N+]2=Cc4c(ccc5cc(CCCCCC)ccc45)O[B-]2(F)F)cc([N+]2=Cc4c(ccc5cc(CCCCCC)ccc45)O[B-]2(F)F)c1)=C3,CC#N,4.5647
CCCCC(CC)CN1C(=O)C2=C(c3ccc(-c4nc5c6ccccc6c6ccccc6c5n4-c4ccccc4)cc3)N(CC(CC)CCCC)C(=O)C2=C1c1ccc(-c2nc3c4ccccc4c4ccccc4c3n2C)cc1,C(Cl)(Cl)Cl,4.2925
CCN(CC)c1ccc2c(c1)O/C(=C/CC1C(=O)N(CCCCCC(=O)O)C(=O)N(CCCS(=O)(=O)[O-])C1=O)C(C)=C2c1cccc(C(=O)O)c1,CCO,4.2049
NCC(=Cc1ccc(-c2ccc(O)c(-c3nc4ccccc4s3)c2)o1)CN,CCO,3.5933
CC[N+](CC)=c1ccc2cc3oc4cc(N)ccc4c3oc-2c1,CCO,4.8965
CCCN(C)c1ccc2c(c1)C(C)(C)c1cc(C(C)=O)ccc1-2,C(Cl)Cl,4.4412
CCC(C)[Si](CCc1c2cc3cc4c(cc3cc2c(CC[Si](C(C)CC)(C(C)CC)C(C)CC)c2cc3cc5cc6c(cc5cc3cc12)OC(CC(C)C)(CC(C)C)O6)OC(CC(C)C)(CC(C)C)O4)(C(C)CC)C(C)CC,CCCCCC,4.3983
CN(C)c1ccc(C2=Cc3c4ccccc4c4ccccc4[n+]3[B-](F)(F)O2)cc1,CC#N,4.7917
NCc1c(-c2cccs2)cc(-c2ccc3c(c2)Cc2ccccc2-3)[nH]c1=O,CCOC(=O)C,4.301
NCc1nc(N(Cc2ccccc2)Cc2ccccc2)c(CN)nc1N(Cc1ccccc1)Cc1ccccc1,C(Cl)(Cl)Cl,3.6628
CC1(C)C(/C=C/C=C/C=C/C=C2/N(CCCCCC(=O)O)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)=[N+](CCCCCC(=O)O)c2ccc(S(=O)(=O)[O-])cc21,CO,5.0755
C(=C/c1ccncn1)\c1ccc(N2CCCCC2)cc1,C(Cl)Cl,4.4472
CC1=N/C(=C\c2ccncc2)C(=O)N1C,C1COCCO1,4.0414
c1cc2c3c(cccc3c1)C(N1CCOCCOCCOCCOCC1)=N2,CC#N,3.6856
CCCCNC(=O)CCC(=O)c1ccc2c(c1)C(C)(C)c1cc(N(C)C)ccc1-2,CC1=CC=CC=C1,4.4272
CCOC(=O)c1sc2nc(-c3ccccc3)c(C)c(CN)c2c1N,C(Cl)(Cl)Cl,3.5315
CNCCCC1c2ccccc2C=Cc2ccccc21,O,4.11
CCC1=C(C)C2=C(C)c3cc(I)cn3[B-](F)(F)[N+]2=C1C,CC(=O)C,4.5051
CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6cccc7ccccc67)nn5-c5ccccc5)s4)ccc(c23)C1=O,C(Cl)Cl,4.2
CCC1=C(C)C2=Cc3cscc3B(O)N2C1=O,C(Cl)(Cl)Cl,4.3892
CC(=O)c1ccc2nn(C)c(-c3ccc(C)s3)c2c1,C(Cl)Cl,4.4547
COc1ccc(C2=C3C=c4c(oc5cc6c(cc45)[C@H]4CC[C@]5(C)C(=O)CC[C@H]5[C@@H]4CC6)=[N+]3[B-](F)(F)n3c2cc2c4cc5c(cc4oc23)CC[C@@H]2[C@@H]5CC[C@]3(C)C(=O)CC[C@@H]23)cc1,CO,5.1818
CCN(CC)c1ccc2c(c1)oc(=O)c1cnc3c(cnn3-c3ccccc3)c12,C(Cl)Cl,4.7924
O=[N+]([O-])c1ccc(Nc2ccc3ccccc3n2)cc1,CCO,4.4745
C[Si](C)(C)CCc1ccc(CCc2cnc(CCc3ccccc3)nc2)cc1,C1CCCCC1,4.9138
CCOC(=O)/C=C/c1ccc(-c2ccc(/C=C/C(=O)OCC)c(N(C)C)c2)cc1N(C)C,C(Cl)Cl,4.4156
CC1(C)CC(/C=C/c2cn(-c3ccccc3)nc2-c2ccccc2)=CC(=C(CN)CN)C1,CCO,4.7198
CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccccc2)=CC(/C=C/c2ccccc2)=[O+]1,CS(=O)C,4.68
F[B-]1(F)OC(c2ccccc2)=Cc2cc(Cl)nc[n+]21,C1CCOC1,4.6096
C(S/C=C/c1ccc(-c2ccc(/C=C/SC=C3CCCCCCC3)cc2)cc1)=C1CCCCCCC1,C(Cl)Cl,4.4065
Cc1ccc(/C2=c3\cc/c(o3)=C(\c3ccc(C)cc3)c3ccc([nH]3)-c3ccc4n3[P-](=O)(=O)[N+]3=C(C=CC3=C4c3ccc[nH]3)c3ccc2[nH]3)cc1,C(Cl)(Cl)Cl,4.9
COc1ccc(C2=CC(c3ccc4cc(N(C)C)ccc4c3)=[O+][B-](F)(F)O2)cc1,CC(=O)C,4.7627
COc1ccc2c3c(c4ccc(C(C)(C)C)cc4c2c1)=C(c1cc(OC)c(OC)c(OC)c1)C1=Nc2c(-c4cc(OC)c(OC)c(OC)c4)c4c5ccc(C(C)(C)C)cc5c5cc(OC)ccc5c4n2[B-](F)(F)[N+]=31,CC1=CC=CC=C1,5.2114
Cc1cc(C)n2c1C=C1c3ccccc3C(c3ccc[nH]3)=[N+]1[B-]2(F)F,CO,4.96
Oc1cc(-c2ccco2)ccc1-c1nc2ccccc2s1,CCO,3.4362
c1csc(-c2nc3ccccc3c3cc4ccccn4c23)c1,CS(=O)C,3.9933
NCc1nc2c(OCc3ccccc3)nc(N)nc2n1Cc1ccccc1,C1COCCO1,4.3
COc1ccc2c3cccc4c(OC)ccc(c5cccc1c52)c43,CC1=CC=CC=C1,4.4281
CCCCC(CC)CN1C(=O)c2cccc3c(CCc4ccc(N(c5ccc(CCc6ccc7c8c(cccc68)C(=O)N(CC(CC)CCCC)C7=O)cc5)c5ccc(CCc6ccc7c8c(cccc68)C(=O)N(CC(CC)CCCC)C7=O)cc5)cc4)ccc(c23)C1=O,C(Cl)(Cl)Cl,4.3674
CCN(CC)c1ccc(-c2c3c(n4c2ccc2occc24)C(=O)N(CCCNC(=O)OC(C)(C)C)C3)cc1,C(Cl)Cl,4.4135
CC(C)Nc1cc2c(cc1F)c(=O)c1cc(F)c(NC(C)C)cc1n2C,CCO,4.7536
COc1cc2c(cc1-c1ccccc1)Cc1c3c(c4c(c1-2)-c1cc(OC)c(-c2ccccc2)cc1C4)C(=O)N(CCC(C)C)C3=O,C(Cl)Cl,4.36
CCOC(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(OC(=O)[C@H](CSCc3ccc(C)cc3)NC(=O)OC(C)(C)C)ccc12,CS(=O)C,4.04
O=P1(c2ccccc2)C(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)=Cc2c3ccc4cccc5ccc(c6cc(-c7ccc(N(c8ccccc8)c8ccccc8)cc7)n1c26)c3c45,CC(=O)C,4.62
C(=C/c1ccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)cc1)\c1ccncc1,CC#N,4.8993
CC1=CC(C)(C)Nc2ccc3c(-c4cccc(CN5CCCCC5)c4)c4ccc(=[NH2+])cc-4n(C)c3c21,O,4.2967
CCCCCCCC(CCCCCCC)n1c(=O)c2c(Br)cc3c4cc(Br)c5c(=O)n(C(CCCCCCC)CCCCCCC)c(=O)c6c(Br)cc(c7cc(Br)c(c1=O)c2c37)c4c56,C(Cl)Cl,4.8976
Cc1ccc(NC(=O)c2ccc(N(C)C)cc2)cc1,CC#N,4.4183
O=C1Cc2ccc(cc2)CC(=O)Cc2ccc(c3nsnc23)C1,C(Cl)(Cl)Cl,3.2
Cc1cccc(C2=CC3=C(c4c(C)cc(C)cc4C)c4cc(-c5cccc(C)c5)c(-c5cccc(C)c5)n4[B-](F)(F)[N+]3=C2c2cccc(C)c2)c1,CC1=CC=CC=C1,4.99
COc1cnc(-c2cc[n+](C3=C(F)C(F)(F)C(F)(F)[C-]3F)cc2)s1,CC(=O)C,4.2672
CC(C)(C)NC(=O)C(OC(=O)c1ccccc1)c1cccc(C2=C3C=CC(c4ccc([N+](=O)[O-])cc4)=[N+]3[B-](F)(F)n3cccc32)c1,CC#N,4.2758
CC(=O)O[B-]1(OC(C)=O)OC(/C=C/C=C/c2ccccc2)=CC(/C=C/C=C/c2ccccc2)=[O+]1,CC#N,4.77
CC(C)(C)c1ccc(-c2cc3c(-c4ccc(C(C)(C)C)cc4)c4cccc5c(-c6ccc(C(C)(C)C)cc6)cc6c(-c7ccc(C(C)(C)C)cc7)c7cccc2c7c3c6c54)cc1,C(Cl)Cl,4.8
CCOC(=O)CN(CC(=O)OCC)c1ccc(-c2cc(-c3cccnc3)nc(-c3cccnc3)c2)cc1,CN(C)C=O,4.49
COC(=O)c1c2ccccc2nc2ccccc12,C1COCCO1,4.021
COC(=O)/C(CN)=c1\s/c(=c2/s/c(=C(/CN)C(=O)OC)c3cc(-c4ccccc4)sc23)c2sc(-c3ccccc3)cc12,CC1=CC=CC=C1,4.8261
O=Cc1ccc(C2=C3C=c4c(oc5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4oc23)cc1,C1CCCCC1,5.1367
COc1ccc(C2CC(c3ccc(O)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,CS(=O)C,5.5211
COc1ccc(C2=N/C(=C\c3ccccc3)C(=O)O2)cc1OC,C1COCCO1,4.5694
COc1ccc(CCc2ccc(CCc3ccc(CCc4ccccc4CN)cc3CN)cc2CN)cc1,C1CCOC1,4.89
CCOC(=O)CC[N+]1=c2cc3c(cc2CCC1)=Cc1c(c2ccc(N(C)C)cc2oc1=O)O3,CO,4.7619
CN(C)/C=N\c1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CN(C)C=O,4.15
c1ccc(-c2nnc3ccccn23)nc1,C(Cl)Cl,4.51
F[B-]1(F)OC(c2ccc(Br)cc2)=Cc2c3ccccc3cc[n+]21,C(Cl)(Cl)Cl,4.5798
CCOC(=O)/C(CN)=C(\C=C\c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccccc1,CC1=CC=CC=C1,4.4058
CC(C)=CCN1C(=O)c2cccc3c2c(cc2oc(C)nc23)C1=O,CCO,4.19
CC(=O)c1ccn2c3c(c(C)c2c1)CN(C(C)CO)C3=O,C(Cl)Cl,4.4023
NCc1c2nc3ccccn3c2nc2nc3ccccn3c12,CC#N,4.7324
CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2c1c(=O)oc1cc3c(cc12)CCCN3C,C(Cl)(Cl)Cl,5.0334
COC(=O)C(NC(=O)OC(C)(C)C)c1ccc2oc(-c3ccc(OC(=O)c4ccccc4)cc3OC(=O)c3ccccc3)nc2c1,CO,4.47
NCC(=Cc1cn(-c2ccccc2)nc1-c1ccccc1)CN,C1CCOC1,4.4353
NCc1ccc(/C=C/C=C/C2=NC3C(=O)NC(N)=NC3N2[C@H]2C[C@H](O)[C@@H](CO)O2)cc1,CO,4.3962
O=Cc1ccc(-c2ccc(O)c(-c3nc4ccccc4s3)c2)s1,C(Cl)Cl,3.5119
O=Cc1ccc(-c2ccc(O)c(-c3nc4ccccc4s3)c2)o1,CCO,3.5092
CC(=O)c1ccn2c3c(c(-c4ccc(C(F)(F)F)cc4)c2c1)CN(CCCNC(=O)OC(C)(C)C)C3=O,CO,4.3925
CN(C)c1ccc(C=CC(=O)c2ccccc2)cc1,CCOC(=O)C,4.49
CCOC(=O)c1ccc(/C=C/C2=[N+]3C(=C(c4ccccc4)c4ccc(/C=C/c5ccc(C(=O)OCC)o5)n4[B-]3(F)F)C=C2)o1,C(Cl)(Cl)Cl,4.9058
CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccccc2)=CC(/C=C/c2ccccc2)=[O+]1,C(Cl)(Cl)Cl,4.54
Cc1cc(C)c(C2=C3C=C(/C=C/C(=O)OC(C)(C)C)C=[N+]3[B-](F)(F)n3c2ccc3N2CCCC2)c(C)c1,C(Cl)Cl,4.5
CCC1=C(C)C2=Cc3c4ccccc4c4n3[B-](c3ccc(OC)cc3)(Oc3ccccc3-4)[N+]2=C1C,CC1=CC=CC=C1,4.8129
CCOC(=O)c1sc(SC)c2c(=O)n(C)nnc12,CC#N,3.9777
C[N+](C)=c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc4cc([O-])ccc4c3oc-2c1,O,4.6444
CCCCN(CCCC)c1ccc(CCc2cc(CCc3cc(C(F)(F)F)cc(C(F)(F)F)c3)c(CCc3ccc(N(CCCC)CCCC)cc3)cc2CCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1,C(Cl)Cl,4.5856
CC(=O)c1ccn2c3c(c(-c4cccc(Br)c4)c2c1)CN(CCNC(=O)OC(C)(C)C)C3=O,C(Cl)Cl,4.3946
S=P1(c2ccccc2)c2cccc3c4c5ccccc5c5ccccc5c4c4ccc1n4c23,C(Cl)Cl,4.02
CC1(C)OC(=C(CN)CN)C(CN)=C1/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1,C1CCOC1,4.2693
CCn1c2ccccc2c2cc(C3=[O+][B-](F)(F)OC(c4ccc(OC)cc4)=C3)ccc21,C(Cl)Cl,4.3516
c1cc2ccc3cc4[nH]ccc4c4ccc(c1)c2c34,CCOC(=O)C,4.5717
CC(C)(C)c1ccc(C2=C(c3ccc(C(C)(C)C)cc3)C(c3ccc(C(C)(C)C)cc3)=[N+]3C2=C(c2ccccc2)c2c(-c4ccc(C(C)(C)C)cc4)c(-c4ccc(C(C)(C)C)cc4)c(-c4ccc(C(C)(C)C)cc4)n2[B-]3(F)F)cc1,CC#N,4.69
C1=C2B(Nc3ccccc31)c1sccc1C(c1ccccc1)=C2c1ccccc1,C(Cl)Cl,4.418
CCC1(CC)c2cc(/C=C/c3ccc(/C=C/c4ccc5c(c4)C(CC)(CC)c4cc(N6c7ccccc7Sc7ccccc76)ccc4-5)cc3)ccc2-c2ccc(N3c4ccccc4Sc4ccccc43)cc21,C(Cl)Cl,4.7267
CCCCB1C=Cc2cc3cc4ccccc4cc3cc2N1,C(Cl)Cl,4.3696
COc1cc(OC)cc(C2=C3C(C)=C(I)C(/C=C/c4c[nH]c5ccc([N+](=O)[O-])cc45)=[N+]3[B-](F)(F)n3c(/C=C/c4c[nH]c5ccc([N+](=O)[O-])cc45)c(I)c(C)c32)c1,CS(=O)C,4.87
NCc1ccc(CCc2ccc(CCc3ccc(CCc4ccccc4CN)cc3CN)cc2CN)cc1,CN(C)C=O,4.79
CCN(CC)c1nc(-c2ccccc2)c(-c2ccc([N+](=O)[O-])o2)s1,CC1=CC=CC=C1,4.3383
CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,CC#N,3.6021
C(=C/c1cc[nH+]c2ccccc12)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,C(Cl)(Cl)Cl,4.2934
O=C1c2ccccc2C2=Cc3cc4c(cc3B(O)N12)OCO4,C(Cl)(Cl)Cl,3.7782
NCc1cc2ccc(O)cc2oc1=O,C1CCCCC1,4.4834
NCC1=CC(C=O)=CC(CN)=P1(c1ccccc1)c1ccccc1,C(Cl)(Cl)Cl,4.09
CCCCCCCCCc1c2ccccc2cc2c1oc1c3oc4c5oc6cc7ccccc7cc6c5c5ccccc5c4c3c3ccccc3c21,C1CCOC1,4.941
CC(C)[Si](CCc1c2nsnc2c(CC[Si](C(C)C)(C(C)C)C(C)C)c2nc3c(nc12)Cc1ccccc1-3)(C(C)C)C(C)C,CCCCCC,4.5372
CCOC(=O)c1cc(N2CCC2)c(C(=O)OCC)cc1N1CCC1,CS(=O)C,4.3925
CN(C)c1ccc(C2=Cc3cccc[n+]3[B-](F)(F)O2)cc1,C1CCOC1,4.5563
Clc1ccc(/C=C/c2ccncn2)cc1,C(Cl)Cl,4.0682
C(=C/c1cnccn1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,C(Cl)Cl,4.3711
