SMILES,Solvent,AM
CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6ccc(C)cc6)nn5-c5ccccc5)s4)ccc(c23)C1=O,C(Cl)Cl,389
COc1cc(N(c2ccc(C=C(CN)CN)c(OC)c2)c2ccc(C=C(CN)CN)c(OC)c2)ccc1C=C(CN)CN,CO,454
Cc1ccc(C(=O)Nc2ccc(C(=O)/C=C/c3ccc(N(C)CCO)cc3)cc2)o1,CS(=O)C,431
O=c1oc2ccccc2c2c1c(=O)oc1cc(O)ccc12,C(Cl)Cl,374
c1ccc(C2CCN3COc4c5ccccc5c5c6c7c(c2c3c46)C(c2ccccc2)CCN7CO5)cc1,CO,402
CC(C)(C)c1cc(/C=C/CC/C=C2\N(CCC[SH](=O)([O-])O)c3ccc(S(=O)(=O)[O-])cc3C2(C)CCCC(=O)O)c2cc3c4c(c2[o+]1)CCCN4CCC3,CCO,743
CCOC(=O)COc1ccc(/C=C/C2=C3c4ccccc4C(c4[nH]c(C)cc4C)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)cc1,CC1=CC=CC=C1,614
CC(=O)c1c(N[C@H](C(=O)O)C(C)C)c2ccc(N(C)C)cc2oc1=O,C(Cl)Cl,371
O=c1cc(-c2ccccc2)oc(-c2ccc(-c3nc4ccccn4c3NC3CCCCC3)cc2)c1,C(Cl)Cl,359
CC1(C)c2cc(C=O)ccc2-c2ccc(N3CCC3)cc21,CCO,380
Cc1nc2cccc(-c3nc4ccc([N+](=O)[O-])cc4[nH]3)c2c(=O)[nH]1,CN(C)C=O,310
O=c1c2cc(Br)ccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,C(Cl)Cl,358
CCN1c2ccc(-c3cc(-c4ccccc4)[nH]n3)cc2Sc2cc(-c3cc(-c4ccccc4)[nH]n3)ccc21,CC#N,338
Clc1ccc(-c2oc3c4c(cccc4c(-c4ccc(Cl)cc4)c4c5ccc(Cl)cc5c(-c5ccc(Cl)cc5)c(-c5ccc(Cl)cc5)[n+]34)c2-c2ccc(Cl)cc2)cc1,C(Cl)Cl,503
CCN(CC)c1ccc2cc(/C=C/C(=C(CN)CN)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(=O)oc2c1,CN(C)C=O,528
COc1cc2c(-c3ccccc3)c(-c3ccccc3)[o+]c3c2c(c1)c(-c1ccccc1)c1c2ccccc2c(-c2ccccc2)c(-c2ccccc2)n31,C(Cl)Cl,468
CCn1c2sccc2c2c3nsnc3c3c4ccsc4n(CC)c3c21,CCOC(=O)C,422
FC(F)(F)c1ccc(B2c3ccccc3Nc3ccccc32)c(C(F)(F)F)c1,C(Cl)Cl,388
O=[N+]([O-])c1ccc(/C=C/c2ccc(-c3cc4ccccc4s3)s2)cc1,CCOC(=O)C,407
CCCSC1=[N+]2C(=C(c3ccccc3)c3ccc(SCCC)n3[B-]2(F)F)C=C1SCN,CC#N,536
O=c1c(O)c(-c2ccccc2)oc2ccccc12,O,346
COC(=O)C(Cc1ccc2oc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CCO,366
COc1ccccc1-c1cc2c(o1)=CC1=Cc3cc4oc(-c5ccccc5OC)cc4n3[B-](F)(F)[N+]=21,C(Cl)(Cl)Cl,671
CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccccc2)=CC(/C=C/c2ccccc2)=[O+]1,C(Cl)(Cl)Cl,426
CCC1=C(C)C2=C(c3cc(C(=O)Cl)cc(C(=O)Cl)c3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,C(Cl)(Cl)Cl,532
CN(C)c1ccc(/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,C(Cl)(Cl)Cl,468
CC(C)[Si](CCc1c2ccccc2c(CC[Si](C(C)C)(C(C)C)C(C)C)c2cc3c4c(sc3cc12)-c1cc2c(cc1NB4c1ccccc1)-c1sc3cc4c(CC[Si](C(C)C)(C(C)C)C(C)C)c5ccccc5c(CC[Si](C(C)C)(C(C)C)C(C)C)c4cc3c1B(c1ccccc1)N2)(C(C)C)C(C)C,C1CCOC1,532
Clc1cccc(-c2nc3sc4ccccc4c3s2)c1,CS(=O)C,351
Cc1cc(C)c(-c2nnc(-c3ccc(-n4c5ccccc5c5ccccc54)c(C)c3)o2)c(C)c1,CC1=CC=CC=C1,339
CCCCCCCCn1c(=O)c2ccc3c4c(-c5ccc(-n6c7ccccc7c7ccccc76)cc5)cc5c(=O)n(CCCCCCCC)c(=O)c6ccc(c7c(-c8ccc(-n9c%10ccccc%10c%10ccccc%109)cc8)cc(c1=O)c2c37)c4c65,C(Cl)(Cl)Cl,561
CC(C)[Si](CCc1c2ccccc2c(CC[Si](C(C)C)(C(C)C)C(C)C)c2nc3c(nc12)Cc1ccccc1-3)(C(C)C)C(C)C,CCCCCC,486
CN1c2ccc(C(=O)c3ccccc3)cc2Sc2cc(C(=O)c3ccccc3)ccc21,CN(C)C=O,407
NS(=O)(=O)c1ccc(N2N=C(c3ccc(O)cc3)CC2c2ccc(Br)cc2)cc1,CN(C)C=O,361
CC(C)[Si]1(C(C)C)c2cc(CN)ccc2-c2ccc(N(C)C)cc21,CCO,360
O=P1(c2ccccc2)c2ccc(N3c4ccccc4Sc4ccccc43)cc2-c2cc(N3c4ccccc4Sc4ccccc43)ccc21,CC1=CC=CC=C1,422
Cc1ccc(N(c2ccc(C)cc2)c2ccc(-n3cc(SCN)c4cc(-c5cc(C)c(/C=C(\CN)C(=O)O)s5)ccc43)cc2)cc1,C(Cl)(Cl)Cl,426
CCCCn1c(-c2ccc(-c3ccc(-c4ccc(/C=C(\CN)C(=O)O)s4)s3)s2)nc2c3cccc4ccc5cccc(c5c43)c21,C1CCOC1,464
B1C=Cc2cc3ccccc3cc2N1,C1CCCCC1,359
O=P1(c2ccccc2)C2=C(c3ccccc31)[Si](c1ccccc1)(c1ccccc1)c1cc(N(c3ccccc3)c3ccccc3)ccc12,CO,466
O=C1c2ccccc2-c2ccc(N3CCOCC3)c3cccc1c23,CCO,444
CC1=CC(C)=[N+]2C1=C(c1ccc3cccnc3n1)c1c(C)cc(C)n1[B-]2(F)F,CCCCCC,506
Cc1ccc(-n2c3ccccc3c3cc(C=C(CN)CN)ccc32)cc1,CS(=O)C,407
O=c1ccc2cc3ccoc3cc2o1,O,303
CCCCn1c2ccccc2c2c1c1c3ccccc3n(CCCC)c1c1c3ccccc3n(CCCC)c21,C1CCOC1,316
Cc1ccc(C)n1-c1cccc(CN)c1,C(Cl)Cl,259
CC1=[N+]2C(=C(c3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1,CCOC(=O)C,508
Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CC(=O)C,371
CN(C)c1nc(-c2ccccc2)c(-c2ccc([N+](=O)[O-])o2)s1,C(Cl)Cl,469
COC(=O)c1cc2c(cc3ccc4cccc5ccc2c3c45)[nH]1,C1CCOC1,400
CCCCCCN(CCCCCC)c1ccc2cc3cc(CN)ccc3cc2c1,CO,457
Nc1cc(N)cc(-c2nc3ccccc3s2)c1,CCOC(=O)C,360
NCc1nc(N(Cc2ccccc2)Cc2ccccc2)c(CN)nc1N(Cc1ccccc1)Cc1ccccc1,C(Cl)(Cl)Cl,493
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CC#N,535
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CC1=CC=CC=C1,524
COC(=O)c1cc(=O)n(Cc2ccccc2)c2cc(-c3ccc(OC)cc3)sc12,C(Cl)Cl,404
Cc1cc(C)c(C2=C3C=CC(=[N+](C)C)C=C3P(=O)(c3ccccc3)c3cc(N(C)C)ccc32)c(C)c1,O,700
COc1ccc(-c2cccc3ncc(-c4ccccc4)n23)cc1,C(Cl)Cl,332
c1cc(-c2nc3sc(-c4ccncc4)nc3s2)ccn1,O,357
CCCCC[C@H](CC)N1c2ccc(-c3ccc(N4c5ccccc5Oc5ccccc54)cc3)cc2Oc2cc(-c3ccc(/C=C(/CN)C(=O)O)s3)ccc21,C1CCOC1,476
C(=C/c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1)\c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,C(Cl)Cl,386
COC(=O)c1c(-c2cc3ccccc3oc2=O)nn(-c2ccc(Br)cc2)c1C(=O)OC,C(Cl)Cl,325
CN(C)c1ccc(C2=Cc3c4ccccc4cc[n+]3[B-](F)(F)O2)cc1,C(Cl)(Cl)Cl,466
Cc1cc(C)nc(N)n1,O,284
CC(C)(C)C1Nc2ccccc2C(=O)N1c1ccccc1,C(Cl)(Cl)Cl,344
CCCCCCCCN1c2ccccc2Sc2cc(/C=C/c3ccc(N(c4ccc(/C=C/c5ccc6c(c5)Sc5ccccc5N6CCCCCCCC)cc4)c4ccc(/C=C/c5ccc(/C=C/c6ccc(N(c7ccc(/C=C/c8ccc9c(c8)Sc8ccccc8N9CCCCCCCC)cc7)c7ccc(/C=C/c8ccc9c(c8)Sc8ccccc8N9CCCCCCCC)cc7)cc6)c6nsnc56)cc4)cc3)ccc21,C(Cl)Cl,533
COC(=O)C(C)(C)C1Oc2ccc(OC)cc2C(=O)/C1=C\O,C(Cl)Cl,383
C[n+]1ccn(CCCCc2ccc3c(c2)c2ccccc2n3-c2cc(CN)c(CN)cc2-n2c3ccccc3c3cc(CCCCn4cc[n+](C)c4)ccc32)c1,CC#N,369
Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccc(-c4ccc(/C=C(\CN)C(=O)O)s4)s3)cc2)cc1,C1CCOC1,458
CC1=[N+]2C(=C(c3ccc(N4CCOCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CC#N,505
CCN(CC)c1ccc2cc(-c3oc4ccccc4c(=O)c3OC)oc2c1,CCO,445
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,C1COCCO1,519
CC(C)CCCN1c2ccccc2CCc2ccccc21,CO,276
CC(C)c1cc(C(C)C)c(B2c3ccccc3Oc3cc(N4c5ccccc5C(C)(C)c5ccccc54)ccc32)c(C(C)C)c1,CC1=CC=CC=C1,436
c1ccc2c(c1)Nc1ccccc1B2c1c2ccccc2cc2ccccc12,C(Cl)Cl,394
Cc1cc(C)c(C)c(-c2ccc3cc(C)c(=O)oc3c2)c1C,CC#N,314
c1cc2c3c(cccc3c1)C(N1CCOCCOCCOCCOCC1)=N2,CC#N,427
COC(=O)c1ccc(/C=C2\C=C(c3ccc(CN)cc3)N(CC(C)C)C2=O)cc1,C1COCCO1,438
CCCCN1C(=O)C(=C/C=C/C=C2N(CCCC)c3ccccc3N2CCCC)C(=O)N(CCCC)C1=S,CCCCCC,574
COc1cc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)c(OC)cc1/C=C/c1ccncc1,CC#N,392
CCOC(=O)CN1C(=O)C2=C(c3ccc(CN)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(CN)cc1,CC#N,473
c1ccc(-c2c(-c3ccccc3)c3cccc4c(-c5ccccc5)c(-c5ccccc5)c5cccc2c5[n+]34)cc1,C(Cl)Cl,355
Cn1c(/C=C/c2ccc(/C=C/c3nc4ccccc4[nH]3)cc2)[n+](C)c2ccccc21,CN(C)C=O,389
CC(=O)c1ccc(NC(=O)c2ccc(N(C)C)cc2)cc1,C1CCOC1,328
Cc1c(O)ccc2c(=O)c(-c3ccc(O)cc3)coc12,O,287
Cc1ccccc1C1=C2C=c3c(oc4ccc(C(C)(C)C)cc34)=[N+]2[B-](F)(F)n2c1cc1c3cc(C(C)(C)C)ccc3oc12,C1CCCCC1,592
Cc1ccc(C2CC(=O)Oc3c2c2nc4ccccc4nc2c2ccccc32)cc1,C(Cl)(Cl)Cl,410
CCCCCCCCc1nc2cc(C(=O)OC)ccn2c1NC1CCCCC1,CS(=O)C,368
CC(=O)c1c2c(cc3cc(N(C)C)ccc13)CCC2,C(Cl)(Cl)Cl,373
c1cc2c3c(c1)-c1ccc4ccccc4c1NB3Nc1c-2ccc2ccccc12,C(Cl)Cl,381
Cc1cc(C)n2c1C=C1c3ccccc3C(c3ccc[nH]3)=[N+]1[B-]2(F)F,C1CCOC1,599
CC(C)(C)OC(=O)NCCCN1Cc2c(-c3ccc(CN)cc3)c3ccc4oc(-c5ccccc5)cc4n3c2C1=O,C(Cl)Cl,413
CCCCN1c2ccccc2Sc2cc(/C=C/C3=Nc4ccc5ccccc5c4C3(C)C)ccc21,C1CCOC1,416
Cc1cc(=O)oc2cc3c(cc12)c1c2ccccc2c2ccccc2c1c1c2ccccc2c2ccccc2c31,C(Cl)(Cl)Cl,386
CB1C=Cc2ccc3ccccc3c2N1c1ccccc1,C1CCCCC1,359
O=S1(=O)C2=C(c3ccccc31)C1(C3=C(c4ccccc41)S(=O)(=O)c1ccccc13)c1ccccc12,C(Cl)Cl,360
COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)C)cc3)nc2c1)NC(=O)OC(C)(C)C,CC1=CC=CC=C1,342
CC(C)c1ccc2ccc3c(C(C)C)ccc4ccc1c2c43,C(Cl)Cl,346
COCCOCCOCCN1c2ccccc2Sc2cc(C3=C(CN)C(OC)=NC34C(CN)=C(N)Oc3ccccc34)ccc21,C1CCOC1,435
CC(C)[Si](CCc1c2nsnc2c(CC[Si](C(C)C)(C(C)C)C(C)C)c2nc3c(nc12)Cc1ccccc1-3)(C(C)C)C(C)C,CCCCCC,540
CCCCCCCCCCCCCCCCCCOc1ccc([B-]23NC(c4ccccc4)=Nc4cccc([n+]42)N=C(c2ccccc2)N3)cc1,C(Cl)Cl,431
Cc1ccc(C2=C3C=CC(/C=C/c4ccccc4)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,CCOC(=O)C,565
COc1cc2c(c(OC)c1OC)c1cccc3c[n+](Cc4ccccc4)c2n31,CO,399
Oc1ccc(-c2cccs2)cc1-c1nc2ccccc2s1,CCO,360
O=C(O)CCCNC(=O)c1ccc2ccc3c(N4CCCCC4)ccc4ccc1c2c43,CCO,372
CCc1ccc(-c2nc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)n2)cc1,CC1=CC=CC=C1,354
CN1CCN(c2ccc3c4c(cccc24)C(=O)c2ccccc2-3)CC1,C1CCCCC1,428
Cc1cccc(C)c1Nc1ccc(/C=C/c2cccnc2)cc1,CC#N,351
F[B-]1(F)n2c(cc3c4ccccc4oc32)C(c2ccccc2)=C2C=c3c(oc4ccccc34)=[N+]21,CCOC(=O)C,581
NCc1ccc(-c2cc3c(ccc4sccc43)s2)cc1,C(Cl)Cl,346
CCc1c(C)[nH]c(C2=[N+]3C(=C(C)c4c(C)c(CC)c(C)n4[B-]3(F)F)c3ccccc32)c1C,CC1=CC=CC=C1,625
CCN(CC)c1ccc2cc(-c3oc4ccccc4c(=O)c3OC)oc2c1,CCOC(=O)C,429
C(=C/c1ncc2ccccc2n1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,C(Cl)Cl,400
CCCCCCN(c1ccc(/C=C(\CN)c2ccc(C=C(C(=O)O)C(=O)O)s2)cc1)c1ccc(/C=C(\CN)c2ccc(C=C(C(=O)O)C(=O)O)s2)cc1,CN(C)C=O,465
Clc1cc(Cl)c(B2c3ccccc3Nc3ccccc32)c(Cl)c1,C(Cl)Cl,396
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,C1COCCO1,326
CC1=CC(C)=[N+]2C1=Cc1c3ccccc3c(CCc3ccc(F)cc3)n1[B-]2(F)F,CCOC(=O)C,607
COc1ccc(-c2nc(-c3ccccc3O)c(-c3ccccc3O)n2-c2ccc(C)cc2)cc1,C(Cl)Cl,304
c1cc2cc(-c3ccncc3)c3cccc4c(-c5ccncc5)cc(c1)c2c34,CC1=CC=CC=C1,344
CCOC(CN1C(=O)C2=C(c3ccc(OC)c(OC)c3)N(CC(OCC)OCC)C(=O)C2=C1c1ccc(OC)c(OC)c1)OCC,C(Cl)(Cl)Cl,495
CCC1(CC)c2cc(/C=C/c3ccc(/C=C/c4ccc5c(c4)C(CC)(CC)c4cc(N6c7ccccc7Sc7ccccc76)ccc4-5)cc3)ccc2-c2ccc(N3c4ccccc4Sc4ccccc43)cc21,CCCCCC,441
CCCCOC(=O)/C=C/c1nc2c(c(=O)n(CCCC)c(=O)n2C)n1C,C(Cl)Cl,353
COc1cc(N(c2ccccc2)c2ccc(C=C(CN)CN)c(OC)c2)ccc1C=C(CN)CN,C1COCCO1,464
CN(C)CCNCc1c2ccccc2cc2ccccc12,CC(=O)C,365
O=C1c2ccccc2-c2ccc(Nc3nc(Cl)nc(Cl)n3)c3cccc1c23,CC#N,403
COC(=O)C(C)(C)C1Oc2ccccc2C(=O)/C1=C\NS(=O)(=O)c1ccc(OC)cc1,C(Cl)Cl,358
CN(C)c1ccc(/C=C/c2ccc(CN)cc2)cc1,CC#N,383
O=C1c2ccccc2-c2cnccc21,CCCCCC,394
C(=C/c1nc2ccccc2s1)\c1ccc(Cn2cc(-c3ccc(N(c4ccccc4)c4ccc(-c5cn(Cc6ccc(/C=C/c7nc8ccccc8s7)cc6)nn5)cc4)cc3)nn2)cc1,CN(C)C=O,344
F[B-]12OC(c3ccccc3)=Nc3cccc([n+]31)N=C(c1ccccc1)O2,C(Cl)Cl,394
Cc1c(-c2ccccc2)oc2cc3nc4ccccc4nc3c3cccc1c23,C(Cl)Cl,495
Cc1oc2cc3nc4ccccc4nc3c3cccc(c1C)c23,C(Cl)Cl,497
Cc1c(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)ccc(-n2c3ccccc3c3cc4c(cc32)C2c3ccccc3C4c3ccccc32)c1C,CC1=CC=CC=C1,344
CC1=CC(C)=[N+]2C1=C(c1c(F)c(F)c(NCCNP(=O)(OC(C)C)OC(C)C)c(F)c1F)c1c(C)cc(C)n1[B-]2(F)F,CCOC(=O)C,512
CCCCC(CC)COc1ccc2nc(-c3ccc(-c4c(C)noc4C)s3)sc2c1,C(Cl)Cl,359
CCN(CC)c1ccc2c(c1)oc(=O)c1c(C)nc3c(c(-c4ccccc4)nn3-c3ccccc3)c12,C(Cl)Cl,410
COc1ccc(C2=C(c3ccc(OC)cc3)C(c3ccccc3)=[N+]3C2=Nc2c(-c4ccc(OC)cc4)c(-c4ccc(OC)cc4)c(-c4ccccc4)n2[B-]3(F)F)cc1,CC1=CC=CC=C1,654
c1ccc(-c2cc(-c3ccccc3)[o+]c(-c3ccccc3)c2)cc1,CCO,417
NCc1cc(-c2ccc(F)cc2)cnc1O,CO,350
O=S1(=O)C(c2ccsc2)=C(c2ccsc2)c2ccccc21,C1CCOC1,350
NCc1cnc(-c2c3ccccc3c(-c3ncc(CN)cn3)c3ccccc23)nc1,CCO,391
CC(C)(C)c1ccc(C2=CC(c3ccccc3)=[N+]3C2=Nc2c(-c4ccc(C(C)(C)C)cc4)cc(-c4ccccc4)n2[B-]3(F)F)cc1,CC1=CC=CC=C1,657
COC(=O)C(Cc1ccc2oc(-c3ccncc3)nc2c1)NC(=O)OC(C)(C)C,CC#N,303
COc1cc(/C=C2/SC(=O)NC2=O)ccc1O,C1COCCO1,358
Cc1cccc(C)c1C1=c2cc3cc4c5c(c3cc2C2(c3ccccc3Oc3ccccc32)c2cc3c6c7c(cc3cc21)CCCN7CCC6)CCC[N+]=5CCC4,C(Cl)Cl,873
Fc1c(F)c(F)c(-c2cc3n(c2)[B-](F)(F)[N+]2=CC=CC2=C3c2ccccc2)c(F)c1F,C(Cl)Cl,519
CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccc(N(c3ccc(-n4c5ccccc5c5ccccc54)cc3)c3ccc4c(c3)C(CCCCCCCC)(CCCCCCCC)c3ccccc3-4)cc21,C1CCOC1,347
CN(C)c1ccc(/C=C/C=C/c2ccc3ncnc(Nc4ccccc4)c3c2)cc1,C(Cl)(Cl)Cl,403
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3sc4ccccc4c3Cl)cc2)cc1,CS(=O)C,431
CON(OC)c1cc2c3cc(-c4c(C)cc(C)cc4C)cc4c5cc(-c6c(C)cc(C)cc6C)cc6c7cc(B(c8c(C)cc(C)cc8C)c8c(C)cc(C)cc8C)cc8c9cc(-c%10c(C)cc(C)cc%10C)cc%10c%11cc(-c%12c(C)cc(C)cc%12C)cc%12c(c1)c2c1c(c43)c(c65)c(c78)c(c9%10)c1c%11%12,C(Cl)(Cl)Cl,449
COc1ccc(-c2cc(C)nc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)n2)cc1,C1CCOC1,339
c1ccc(-c2[o+]c3c4c(cccc4c(-c4ccccc4)c4c5ccccc5c(-c5ccccc5)c(-c5ccccc5)n34)c2-c2ccccc2)cc1,C(Cl)Cl,501
C[Si]1(C)c2ccccc2-c2[se]c3cc4c5c([se]c4cc3c21)-c1ccccc1[Si]5(C)C,C1CCOC1,408
CCCC1(CCC)c2cc(-c3ccc(C(C)(C)C)cc3)ccc2-c2ccc(-c3ccc4c(c3)C(CCC)(CCC)c3cc(-c5ccc(C(C)(C)C)cc5)ccc3-4)cc21,C1CCCCC1,346
CCCCNC(=O)c1ccc2ccc3c(N4CCCCC4)ccc4ccc1c2c43,CN(C)C=O,375
CCCCC1(CCCC)c2cc(CCc3ccc(C=C4c5ccccc5-c5ccccc54)cc3)ccc2-c2ccc(CCc3ccc(C=C4c5ccccc5-c5ccccc54)cc3)cc21,C1CCOC1,380
[BH3-][P+]1(c2ccccc2)c2ccccc2-c2sc3ccccc3c21,C(Cl)Cl,325
CCC(CC)COC1=CC2=C3c4cc(OCC(CC)CC)c(-c5cccs5)n4[B-](F)(F)[n+]4nnn(c43)[B-](F)(F)[N+]2=C1c1cccs1,C(Cl)Cl,795
CN(C)CCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CCO,348
COc1nc(Cl)nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)n1,CC(=O)C,410
CCC1=C(C)C2=C(c3c4ccccc4cc4ccccc34)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,C(Cl)Cl,531
O=[N+]([O-])c1ccc(-c2sc(N(c3ccccc3)c3ccccc3)nc2-c2cccs2)s1,CC#N,469
Cc1cc2c(cc3n2[B-](F)(F)[N+]2=c4cc(-c5ccccc5)oc4=CC2=C3)o1,C(Cl)(Cl)Cl,634
Cc1ccc(-c2c(-c3ccc(C)cc3)c(-c3ccc(C)cc3)n3c(c2-c2ccc(C)cc2)c(C=O)c2cc(Br)ccc23)cc1,CS(=O)C,413
Oc1ccc2ccccc2c1/C=N/c1ccccc1/N=C/c1c(O)ccc2ccccc12,CC#N,429
CCOC(=O)c1cc(C(=O)OCC)c2c(C)ccc(O)c2n1,CCO,369
CN(C)c1ccc2c(-c3ccc(N)cc3C(=O)[O-])c3ccc(=[N+](C)C)cc-3oc2c1,O,544
COc1ccc2cc(/C=C/c3ccc4ccccc4[nH+]3)ccc2c1,C(Cl)(Cl)Cl,428
CN(C)c1ccc(/C=c2\o/c(=C\c3ccc(Cl)cc3)c3ccccc23)cc1,C(Cl)Cl,413
CC(C)(C)c1cc(-c2ccc(-c3cc(C(C)(C)C)cc(C(C)(C)C)c3)cc2)cc(C(C)(C)C)c1,C1COCCO1,281
NCc1ccc(N/N=C/c2ccc3ccccc3c2O)cc1,CO,380
ClC1=CN2C[n+]3cc(Cl)ccc3N=C2C=C1,CO,433
CCCCCC(CC)C1(C(CC)CCCCC)c2ccccc2-c2ccc(CCc3cc(CCc4ccc5c(c4)C(C(CC)CCCCC)(C(CC)CCCCC)c4ccccc4-5)c4ccc5c(CCc6ccc7c(c6)C(C(CC)CCCCC)(C(CC)CCCCC)c6ccccc6-7)cc(CCc6ccc7c(c6)C(C(CC)CCCCC)(C(CC)CCCCC)c6ccccc6-7)c6ccc3c4c65)cc21,C(Cl)Cl,492
CCCCCCCCC1(CCCCCCCC)c2cc(C=O)ccc2-c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc21,CC1=CC=CC=C1,411
CN(C)c1ccc(C=C2Cc3ccccc3C2=O)cc1,CCOC(=O)C,413
O=c1oc2ccccc2c2c1c(=O)oc1c3ccccc3cc(O)c12,C(Cl)Cl,447
CC1=CC(C)=[N+]2C1=C(c1c(F)c(F)c(NCCCCNP(=O)(OC(C)C)OC(C)C)c(F)c1F)c1c(C)cc(C)n1[B-]2(F)F,C1CCOC1,514
COC(=O)c1ccccc1C1=c2cc3c4c(c2Oc2c1ccc1cccc(O)c21)CCC[N+]=4CCC3,O,585
CCCCCCCCCCCCC(CCCCCCCCCC)Cn1c2cc(/C=C/C=C(CN)CN)c3cccc4c5cccc6c(/C=C/C=C(CN)CN)cc1c(c65)c2c34,CC1=CC=CC=C1,597
CCCCCCCCCCC1(CCCCCCCCCC)c2cc(N(c3ccccc3)c3ccccc3)ccc2-c2ccc(-n3c(=O)c4ccc5c6ccc7c(=O)n(-c8ccc9c(c8)C(CCCCCCCCCC)(CCCCCCCCCC)c8cc(N(c%10ccccc%10)c%10ccccc%10)ccc8-9)c(=O)c8ccc(c9ccc(c3=O)c4c59)c6c78)cc21,CC1=CC=CC=C1,528
CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(N2CCCCC2)cc1,CC1=CC=CC=C1,520
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3ccc4c(c3)S(=O)(=O)c3cc(-c5cc6sc(/C=C(\CN)C(=O)O)cc6s5)ccc3N4CCCCCC)cc2)cc1,C1CCOC1,424
CCN1c2cc3c(cc2C(C)=CC1(C)C)C(c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)[O-])=c1cc2c(cc1C3(C)C)=[N+](CC)C(C)(C)C=C2C,CCO,700
F[B-]1(F)Oc2c(-c3cccc4c3O[B-](F)(F)[n+]3c(-c5ccccc5)c(-c5ccccc5)n(-c5ccc(C(F)(F)F)cc5)c3-4)cccc2-c2n(-c3ccc(C(F)(F)F)cc3)c(-c3ccccc3)c(-c3ccccc3)[n+]21,C1CCOC1,342
CC(=O)c1ccc(-c2c3ccccc3nn2C)o1,C(Cl)Cl,359
F[Si-](F)(c1c2ccccc2cc2ccccc12)(c1c2ccccc2cc2ccccc12)c1c2ccccc2cc2ccccc12,C1CCOC1,392
CCCCCCCCCCCCC(CCCCCCCCCC)Cn1c2cc(C=C(CN)CN)c3cccc4c5cccc6c(C=C(CN)CN)cc1c(c65)c2c34,CC1=CC=CC=C1,584
CCC(CC)COC1=CC2=C3c4cc(OCC(CC)CC)c(-c5cccs5)n4[B-](F)(F)[n+]4c3n(c3cc(C(C)(C)C)ccc34)[B-](F)(F)[N+]2=C1c1cccs1,C1CCOC1,792
CCC1=C(C)C2=C(c3cc(C4=C5C(C)=C(CC)C(C)=[N+]5[B-](F)(F)n5c(C)c(CC)c(C)c54)cc(C4=C5C(C)=C(CC)C(C)=[N+]5[B-](F)(F)n5c(C)c(CC)c(C)c54)c3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CC#N,531
COCCOCCOc1ccc(OCCOCCOC)c(C=O)c1,CO,348
O=c1cc(COc2ccc(I)cc2)c2c(ccc3ccccc32)o1,CC(=O)C,349
CCCCCCCCN1c2ccccc2Oc2cc(/C=C(\CN)C(=O)O)ccc21,C(Cl)Cl,491
