SMILES,Solvent,AM,EM,QY,AC,ST,LGAC,Et30,SP,SdP,SA,SB
COC(=O)C(/C=C/C=C1/N(C)c2ccccc2C1(C)C)=C(C)\C=C\C1=[N+](C)c2ccccc2C1(C)C,CO,770,798,,244000,28,5.387389826,55.4,0.608,0.904,0.605,0.545
C[n+]1ccc(/C=C2\C=CN(CC(O)CBr)c3ccccc32)c2ccccc21,CO,590,,,103300,,5.014100322,55.4,0.608,0.904,0.605,0.545
CCN1/C(=C\C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc(S(=O)(=O)[O-])cc4C3(C)C)=C2Cl)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,CO,815,,,,,,55.4,0.608,0.904,0.605,0.545
CN(C)c1ccc2c(c1)O/C(=C\C=C\C1=[N+](C)c3ccccc3C1(C)C)C=C2C(F)(F)F,CCO,710,765,0.024,57100,55,4.756636108,51.9,0.633,0.783,0.4,0.658
CCN(CC)c1ccc(-c2ccc3ccc(N(CC)CC)cc3[o+]2)cc1,C(Cl)Cl,609,631,0.79,,22,,40.7,0.761,0.769,0.04,0.178
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc4cc(Br)ccc4c3C2(C)C)C(C)(C)c2c1ccc1cc(Br)ccc21,CCO,688,709,,208000,21,5.318063335,51.9,0.633,0.783,0.4,0.658
CC1(C)C(/C=C/C2=C(c3ccc(C(=O)O)cc3)/C(=C/C=C3/N(CCCCS(=O)(=O)[O-])c4ccc5ccccc5c4C3(C)C)CCC2)=[N+](CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21,CO,800,811,,,11,,55.4,0.608,0.904,0.605,0.545
CC1(C)C(/C=C/C=C/C=C/C=C2/N(CCCCCC(=O)NCCCCCC(=O)O)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)=[N+](CCC[N+](C)(C)C)c2ccc(S(=O)(=O)[O-])cc21,O,645,663,0.32,226000,18,5.354108439,63.1,0.681,0.997,1.062,0.025
CC(C)(C)C1CC(/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)=C(Cl)/C(=C/C=C2\Sc3ccccc3N2Cc2ccccc2)C1,CC#N,803,823,0.118,188700,20,5.2757719,45.6,0.645,0.974,0.044,0.286
CC1(C)C(/C=C/C=C/C=C/C=C2/N(CCCCCC(=O)NCCCCCC(=O)O)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)=[N+](CCCCC[N+](C)(C)C)c2ccc(S(=O)(=O)[O-])cc21,O,648,665,0.34,230000,17,5.361727836,63.1,0.681,0.997,1.062,0.025
CCN1C(=O)C(=CC=C2N(c3ccccc3)c3ccccc3N2c2ccccc2)C(=O)N(CC)C1=S,CC1=CC=CC=C1,481,,,116000,,5.064457989,33.9,0.782,0.284,0,0.128
C(=Cc1cc[n+](CCCCCCCCCC[n+]2ccc(C=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)cc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,CCOC(=O)C,467,651,,,184,,38.1,0.656,0.603,0,0.542
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,CS(=O)C,662,691,0.65,200000,29,5.301029996,45.1,0.83,1,0.072,0.647
Cc1cccc(C)c1Sc1c(F)cc2c(c1F)OC1=C(/C=C/C3=[N+](C)c4ccccc4C3(C)C)CCCC1=C2,C(Cl)(Cl)Cl,605,,,37300,,4.571708832,39.1,0.783,0.614,0.047,0.071
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc5ccccc5c4C3(C)C)=C2Cl)C(C)(C)c2c1ccc1ccccc21,C(Cl)(Cl)Cl,826,,,,,,39.1,0.783,0.614,0.047,0.071
CCN(CC)CCN1C(C)=CC(=Cc2sc3ccccc3[n+]2C)C=C1C,CN(C)C=O,446,,,,,,43.2,0.759,0.977,0.031,0.613
CN1C(=CC=Cc2cc[n+](C)c3ccccc23)C(C)(C)c2cc3c(cc21)C(C)(C)C(=CC=Cc1cc[n+](C)c2ccccc12)N3C,C(Cl)(Cl)Cl,707,755,0.038,,48,,39.1,0.783,0.614,0.047,0.071
CCN(CC)c1ccc(-c2cc(-c3ccccc3C(=O)O)c3ccc(N(CC)CC)cc3[o+]2)cc1,C(Cl)Cl,602,642,0.76,,40,,40.7,0.761,0.769,0.04,0.178
CN1CCN(C2=C(/C=C/c3sc4ccccc4[n+]3Cc3ccccc3)CC(C(C)(C)C)C/C2=C\C=C2/Sc3ccccc3N2Cc2ccccc2)CC1,CC#N,700,804,0.172,65800,104,4.818225894,45.6,0.645,0.974,0.044,0.286
CC1(C)C(/C=C/C=C/C=C2/N(Cc3ccc(C(=O)O)cc3)c3ccc(S(=O)(=O)O)cc3C2(C)C)=[N+](Cc2ccc(C(=O)O)cc2)c2ccc(S(=O)(=O)[O-])cc21,O,648,663,0.11,158000,15,5.198657087,63.1,0.681,0.997,1.062,0.025
C1=CN(c2ccccc2)c2ccccc2/C1=C/C1=Nc2cccc3cccc1c23,C1COCCO1,582,,,35700,,4.552668216,36,0.737,0.312,0,0.444
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,C(Cl)Cl,655,671,,,16,,40.7,0.761,0.769,0.04,0.178
CN1/C(=C(C=O)\C=C\c2ccc3ccccc3[n+]2C)C(C)(C)c2ccccc21,CC#N,513,,,20200,,4.305351369,45.6,0.645,0.974,0.044,0.286
C(=Cc1cc[n+](CCC[n+]2ccc(C=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)cc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,CCOC(=O)C,468,653,,,185,,38.1,0.656,0.603,0,0.542
CC1(C)C(/C=C/C=C/C=C2/N(CCCCCC(=O)[O-])c3ccccc3C2(C)C)=[N+](CCC[N+](C)(C)C)c2ccccc21,CS(=O)C,658,677,,218000,19,5.338456494,45.1,0.83,1,0.072,0.647
CN1/C(=C\C=C\c2sc3ccccc3[n+]2C)C(C)(C)c2ccccc21,CC#N,541,,,127800,,5.106530854,45.6,0.645,0.974,0.044,0.286
CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(Cc4ccc(C(=O)O)cc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)CCC2)=[N+](Cc2ccc(C(=O)O)cc2)c2ccc(S(=O)(=O)[O-])cc21,CCO,804,815,,,11,,51.9,0.633,0.783,0.4,0.658
CC1(C)C(/C=C2\C(=O)C(/C=C3\N(Cc4ccc(C(=O)O)cc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)=C2O)=[N+](Cc2ccc(C(=O)O)cc2)c2ccc(S(=O)(=O)[O-])cc21,CS(=O)C,656,670,0.157,239000,14,5.378397901,45.1,0.83,1,0.072,0.647
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,C(Cl)Cl,691,691,,,,,40.7,0.761,0.769,0.04,0.178
CN(C)c1ccc(C=Cc2cc[n+](C)cc2)cc1,CCOC(=O)C,470,594,,,124,,38.1,0.656,0.603,0,0.542
CC1=C(O)C(/C=C/C2=[N+](C)c3ccccc3C2(C)C)=C/C(=C/C=C2/N(C)c3ccccc3C2(C)C)C1=O,CS(=O)C,654,711,0.06,,57,,45.1,0.83,1,0.072,0.647
CC[n+]1c(/C=C/c2cc(/C=C/c3sc4ccccc4[n+]3CC)c(O)c(C)c2O)sc2ccccc21,CS(=O)C,667,700,0.08,,33,,45.1,0.83,1,0.072,0.647
CCCCCC(=O)N1/C(=C/C2=C([O-])/C(=C/C3=[N+](C(=O)CCCCC)c4ccccc4C3(C)C)C2=C2C(=O)NC(=O)NC2=O)C(C)(C)c2ccccc21,CN(C)C=O,658,681,0.048,135000,23,5.130333768,43.2,0.759,0.977,0.031,0.613
CC(=O)OC(=C\C=C1\N(CCCCS(=O)(=O)O)c2ccc(Cl)cc2C1(C)C)/C=C/C=C/C1=[N+](CCCCS(=O)(=O)[O-])c2ccccc2C1(C)C,O,750,786,0.0281,115000,36,5.06069784,63.1,0.681,0.997,1.062,0.025
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccccc4C3(C)C)=C2c2c(OCCOC)cccc2OCCOC)C(C)(C)c2ccccc21,CC#N,760,790,0.2,285000,30,5.45484486,45.6,0.645,0.974,0.044,0.286
Cc1ccc2c(c1)N(C)/C(=C/C=C/c1oc3ccccc3[n+]1C)S2,CS(=O)C,530,551,0.2,104712,21,5.019996455,45.1,0.83,1,0.072,0.647
CCN1CCN(c2c(F)cc3c(c2F)OC2=C(/C=C/C4=[N+](C)c5ccccc5C4(C)C)CCCC2=C3)CC1,C(Cl)(Cl)Cl,619,726,0.01,31450,107,4.49762065,39.1,0.783,0.614,0.047,0.071
CCn1c(-c2ccco2)nn2c(/C(c3ccc(F)cc3)=c3/c4ccccc4c4n3nc(-c3ccco3)[n+]4CC)c3ccccc3c12,CC#N,586,,,57543,,4.7599925,45.6,0.645,0.974,0.044,0.286
COCCN1C(C)=CC(=Cc2sc3ccccc3[n+]2C)C=C1C,CN(C)C=O,445,,,,,,43.2,0.759,0.977,0.031,0.613
CN1C=C/C(=C\c2cccc[n+]2C)c2ccccc21,CO,525,,,62500,,4.795880017,55.4,0.608,0.904,0.605,0.545
CCN1C2=[O+]C3CC(c4ccccc4)=CC(/C=C/C=C4\N(CCCS(=O)(=O)[O-])c5ccc(S(=O)(=O)[O-])cc5C4(C)CCCC(=O)O)=C3C=C2C(C)=CC1(C)C,CCO,675,703,0.07,,28,,51.9,0.633,0.783,0.4,0.658
CC[N+]1=C(/C=C/c2ccc(O)cc2)c2cccc3cccc1c23,CC#N,513,613,0.0722,,100,,45.6,0.645,0.974,0.044,0.286
CCC[N+]1=C(/C=C/C2=C3Oc4cc(OS(=O)(=O)c5ccc([N+](=O)[O-])cc5[N+](=O)[O-])ccc4C=C3CCC2)C(C)(C)c2ccccc21,O,654,703,,,49,,63.1,0.681,0.997,1.062,0.025
CCCCCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCCCCC)c4ccccc4C3(C)C)=C2Oc2ccccc2)C(C)(C)c2ccccc21,CC(=O)C,771,,,216000,,5.334453751,42.2,0.651,0.907,0,0.475
CCCCNC1=C(/C=C/C2=[N+](CC)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)CCC/C1=C\C=C1\N(CC)c2ccc(S(=O)(=O)O)cc2C1(C)C,O,605,755,,,150,,63.1,0.681,0.997,1.062,0.025
COC(=O)CCCN1/C(=C/C=C2\CCC(/C=C/c3sc4cc5ccccc5cc4[n+]3CCCC(=O)OC)=C2N(c2ccccc2)c2ccccc2)Sc2cc3ccccc3cc21,CO,811,837,,,26,,55.4,0.608,0.904,0.605,0.545
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccccc4C3(C)C)=C2c2c(OCCOCCOC)cccc2OCCOCCOC)C(C)(C)c2ccccc21,O,761,790,0.17,317000,29,5.501059262,63.1,0.681,0.997,1.062,0.025
CC1=C(O)C(/C=C/C2=[N+](C)c3ccccc3C2(C)C)=C/C(=C/C=C2/N(C)c3ccccc3C2(C)C)C1=O,C(Cl)Cl,661,711,0.055,,50,,40.7,0.761,0.769,0.04,0.178
CC1(C)C2=C3C=C4C=C5C=C6C7=[N+](CCC6CC5OC4CC3CCN2c2ccccc21)c1ccccc1C7(C)C,C(Cl)Cl,775,811,0.4,303000,36,5.481442629,40.7,0.761,0.769,0.04,0.178
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc(S(=O)(=O)[O-])cc4C3(C)C)=C2Cl)C(C)(C)c2cc(S(=O)(=O)O)ccc21,CS(=O)C,805,820,0.082,110000,15,5.041392685,45.1,0.83,1,0.072,0.647
CN1/C(=C/C=C/C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)C2C=CC=CC21,CN(C)C=O,555,600,,,45,,43.2,0.759,0.977,0.031,0.613
CC1=CC(=Cc2sc3ccccc3[n+]2C)C=C(C)N1CCN,CN(C)C=O,446,,,,,,43.2,0.759,0.977,0.031,0.613
CCN1C(=O)C(=C/C=C\C=C2/Sc3ccccc3N2CC)C(=O)N(CC)C1=S,CC1=CC=CC=C1,613,628,0.51,189500,15,5.277609214,33.9,0.782,0.284,0,0.128
C1=CN(c2ccccc2)c2ccccc2/C1=C/C1=Nc2cccc3cccc1c23,CO,569,,,67600,,4.829946696,55.4,0.608,0.904,0.605,0.545
C[n+]1cc(/C=C/C2=C(C#N)C(=C(C#N)C#N)OC2(C)C)cc2ccccc21,O,582,610,,,28,,63.1,0.681,0.997,1.062,0.025
CCN1C(=O)C(=C/C=C\C=C\[c-]2c(=O)n(CC)c(=S)n(CC)c2=O)C(=O)N(CC)C1=S,CCO,638,,,212100,,5.326540669,51.9,0.633,0.783,0.4,0.658
CCN1C(=O)C(=C/C=C2\N(C)c3ccccc3C2(C)C)C(=O)N(CC)C1=S,C(Cl)Cl,510,538,,,28,,40.7,0.761,0.769,0.04,0.178
CCCCN1C(=O)c2cccc3c4c(cc(c23)C1=O)C(C)(C)/C(=C\C=C1/CCCC(/C=C/C2=[N+](CCCS(=O)(=O)[O-])c3c(cc5c6c(cccc36)C(=O)N(CCCC)C5=O)C2(C)C)=C1Cl)N4CCCS(=O)(=O)[O-],CCO,862,892,0.101,41720,30,4.6203443,51.9,0.633,0.783,0.4,0.658
CCCCCC(=O)N1/C(=C\C2=C([S-])/C(=C/C3=[N+](C(=O)CCCCC)c4ccccc4C3(C)C)C2=O)C(C)(C)c2ccccc21,CS(=O)C,649,,,130000,,5.113943352,45.1,0.83,1,0.072,0.647
CN(C)c1ccc(C=Cc2cc[n+](C)c3ccccc23)cc1,CN(C)C=O,540,697,,37100,157,4.56937391,43.2,0.759,0.977,0.031,0.613
CC1(C)C(/C=C/C=C/C=C2/N(CCCCCC(=O)[O-])c3ccccc3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccccc21,O,,,0.14,203000,,5.307496038,63.1,0.681,0.997,1.062,0.025
C[n+]1cc(/C=C/c2sc3ccccc3[n+]2C)cc2ccccc21,O,533,572,,,39,,63.1,0.681,0.997,1.062,0.025
CCC[n+]1c(/C=C/C=C/Nc2ccc3c(c2)CN2CN3Cc3c2ccc2c(C)cc(=O)oc32)ccc2ccccc21,O,537,698,,,161,,63.1,0.681,0.997,1.062,0.025
CN1/C(=C(C=O)\C=C\c2sc3ccccc3[n+]2C)C(C)(C)c2ccccc21,O,475,,,32600,,4.5132176,63.1,0.681,0.997,1.062,0.025
CC[n+]1c(/C=C2/C=C(/C=C/c3cn(CCCCCC(=O)O)c4ccccc34)CC(C)(C)C2)sc2ccccc21,CC(=O)C,559,710,0.0644,67300,151,4.828015064,42.2,0.651,0.907,0,0.475
CN(C)c1cc[n+](C(=C\C=C2\Sc3ccccc3N2Cc2ccccc2)/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)cc1,CO,631,662,0.231,253233,31,5.4035203,55.4,0.608,0.904,0.605,0.545
CCN1/C(=C/C=C/C=C/C=C/C2=[N+](CC)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)NC(=O)CCCCC(=O)O)ccc21,O,648,666,0.29,227000,18,5.356025857,63.1,0.681,0.997,1.062,0.025
CCN1/C(=C/C=C/C=C/C=C/C2=[N+](CC)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)NC(=O)CCCCCCCC(=O)O)ccc21,O,647,664,0.25,209000,17,5.320146286,63.1,0.681,0.997,1.062,0.025
CCN1C(=O)C(=C/C=C\C=C/C=C2/N(C)c3ccccc3C2(C)C)C(=O)N(CC)C1=S,CN(C)C=O,722,738,,250800,16,5.399327532,43.2,0.759,0.977,0.031,0.613
CC1(C)C(/C=C/C2=C(NC3CC(C)(C)N([O-])C(C)(C)C3)/C(=C/C=C3/N(CCCCS(=O)(=O)O)c4ccccc4C3(C)C)CCC2)=[N+](CCCCS(=O)(=O)O)c2ccccc21,O,692,762,0.1696,142000,70,5.152288344,63.1,0.681,0.997,1.062,0.025
CCCCN1/C(=C/C=C/C=C/C=C/C2=[N+](CCCC)c3ccc(O)cc3C2(C)C)C(C)(C)c2cc(C(=O)O)ccc21,O,753,,,,,,63.1,0.681,0.997,1.062,0.025
CCCCCC(=O)N1/C(=C\C2=C(N)/C(=C/C3=[N+](C(=O)CCCCC)c4ccccc4C3(C)C)C2=O)C(C)(C)c2ccccc21,CS(=O)C,651,,,252000,,5.401400541,45.1,0.83,1,0.072,0.647
CCN1C(=O)C(=C/C=C\C=C2/Sc3ccccc3N2CC)C(=O)N(CC)C1=S,CCO,592,616,0.027,160000,24,5.204119983,51.9,0.633,0.783,0.4,0.658
CC[n+]1c(/C=C/c2cc(/C=C/c3sc4ccccc4[n+]3CC)c(O)c(C)c2O)sc2ccccc21,CO,643,683,0.13,,40,,55.4,0.608,0.904,0.605,0.545
CN(C)c1ccc(C=Cc2cc[n+](CCCCC[n+]3ccc(C=Cc4ccc(N(C)C)cc4)cc3)cc2)cc1,CN(C)C=O,478,628,,91100,150,4.959518377,43.2,0.759,0.977,0.031,0.613
CC1(C)C(/C=C2\C(=O)C(/C=C3/Nc4ccccc4C3(C)C)=C2[O-])=[NH+]c2ccccc21,CCO,508,648,,160000,140,5.204119983,51.9,0.633,0.783,0.4,0.658
CCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCC)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,CS(=O)C,796,819,,,23,,45.1,0.83,1,0.072,0.647
CC1(C)C(/C=C/C2=C(SCC(=O)O)/C(=C/C=C3/N(Cc4ccccc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)CCC2)=[N+](Cc2ccccc2)c2ccc(S(=O)(=O)[O-])cc21,O,786,808,,200000,22,5.301029996,63.1,0.681,0.997,1.062,0.025
CC1(C)C(=CC2=C([O-])C(=CC3=[N+](CCCCCC(=O)O)c4ccc(S(=O)(=O)O)cc4C3(C)C)C2=O)N(CCCCCC(=O)O)c2ccc(S(=O)(=O)O)cc21,CCO,640,650,0.35,,10,,51.9,0.633,0.783,0.4,0.658
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc(C(=O)O)cc4C3(C)C)=C2c2ccc(Cl)cc2)C(C)(C)c2cc(C(=O)O)ccc21,CO,755,,,,,,55.4,0.608,0.904,0.605,0.545
CCC[N+]1=C(/C=C/C=C2\N(C)c3ccccc3C2(C)C)C(C)(C)c2c1ccc1ccccc21,O,561,,,112200,,5.049992857,63.1,0.681,0.997,1.062,0.025
C[n+]1c(/C=C2/C=C(/C=C/c3cn(Cc4ccccc4)c4ccccc34)CC(C)(C)C2)sc2ccccc21,CS(=O)C,549,710,0.0575,26600,161,4.424881637,45.1,0.83,1,0.072,0.647
C(=Cc1cc[n+](CCC[n+]2ccc(C=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)cc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,C1CCOC1,477,657,,,180,,37.4,0.714,0.634,0,0.591
CC1(C)C2=[N+](CCCCCC(=O)NCCCCCCNC(=O)CCCCCN3/C(=C/C=C/C=C/C=C/2)C(C)(C)c2cc(S(=O)(=O)[O-])ccc23)c2ccc(S(=O)(=O)[O-])cc21,CO,754,776,0.58,255000,22,5.40654018,55.4,0.608,0.904,0.605,0.545
CCN1C(=O)C(=CC2=C3N(CCC2)c2ccccc2C3(C)C)C(=O)N(CC)C1=S,CN(C)C=O,531,558,,,27,,43.2,0.759,0.977,0.031,0.613
CC1=CC(=Cc2sc3ccccc3[n+]2C)C=C(C)N1CCCCCN1C(C)=CC(=Cc2sc3ccccc3[n+]2C)C=C1C,CN(C)C=O,446,482,,,36,,43.2,0.759,0.977,0.031,0.613
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccccc4C3(C)C)=C2c2c(OCCOCCOCCOC)cccc2OCCOCCOCCOC)C(C)(C)c2ccccc21,CC#N,761,791,0.22,317000,30,5.501059262,45.6,0.645,0.974,0.044,0.286
COC(=O)CCCCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCCCCC(=O)O)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,O,775,793,0.057,121000,18,5.08278537,63.1,0.681,0.997,1.062,0.025
CCN1C(=O)C(=C/C=C2\N(C)c3ccccc3C2(C)C)C(=O)N(CC)C1=S,CCCCCC,498,525,,,27,,31,0.616,0,0,0.056
CC(=O)OC(=C\C=C1\N(CCCCS(=O)(=O)O)c2ccccc2C1(C)C)/C=C/C=C/C1=[N+](CCCCS(=O)(=O)[O-])c2ccc(C(F)(F)F)cc2C1(C)C,O,748,783,0.0725,198000,35,5.29666519,63.1,0.681,0.997,1.062,0.025
Cn1c(-c2ccc(Br)cc2)nn2c(/C(c3ccco3)=c3/c4ccccc4c4n3nc(-c3ccc(Br)cc3)[n+]4C)c3ccccc3c12,CC#N,597,,,63095,,4.799994945,45.6,0.645,0.974,0.044,0.286
CCN(CCO)c1c(F)cc2c(c1F)OC1=C(/C=C/C3=[N+](C)c4ccccc4C3(C)C)CCCC1=C2,C(Cl)(Cl)Cl,606,735,0.03,32850,129,4.516535374,39.1,0.783,0.614,0.047,0.071
CC1(C)C(/C=C2\C(=O)C(/C=C3/Nc4ccc(S(=O)(=O)O)cc4C3(C)C)=C2[O-])=[NH+]c2ccc(S(=O)(=O)O)cc21,CS(=O)C,668,688,0.41,,20,,45.1,0.83,1,0.072,0.647
CCN1C(=O)C(=C/C=C\C=CC2=C3N(CCC2)c2ccccc2C3(C)C)C(=O)N(CC)C1=S,CC1=CC=CC=C1,712,738,0.4,,26,,33.9,0.782,0.284,0,0.128
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc4cc(Br)ccc4c3C2(C)C)C(C)(C)c2c1ccc1cc(Br)ccc21,C(Cl)Cl,699,716,,,17,,40.7,0.761,0.769,0.04,0.178
C[N+]1=C(/C=C/C2=C3Oc4c(cc(F)c(N5CCOCC5)c4F)C=C3CCC2)C(C)(C)c2ccccc21,CCO,610,725,0.01,40000,115,4.602059991,51.9,0.633,0.783,0.4,0.658
O=[N+]([O-])c1ccc(CN2/C(=C\C=C(\C=C\c3sc4ccccc4[n+]3Cc3ccc([N+](=O)[O-])cc3)[n+]3ccccc3)Sc3ccccc32)cc1,CO,626,655,0.012,78000,29,4.892094603,55.4,0.608,0.904,0.605,0.545
CCN(CC)c1ccc2c3c(c(=O)oc2c1)C=C1C2=[N+](CCC1O3)c1ccccc1C2(C)C,CC#N,583,643,0.54,69000,60,4.838849091,45.6,0.645,0.974,0.044,0.286
C[N+]1=C(/C=C2\C(=O)C(N(c3ccccc3)c3ccccc3)=C2[O-])C(C)(C)c2ccccc21,C(Cl)(Cl)Cl,528,602,0.017,85600,74,4.932473765,39.1,0.783,0.614,0.047,0.071
CCC[n+]1c(/C=C/C=C/Nc2ccc3c(c2)CN2CN3Cc3c2ccc2c(C)cc(=O)oc32)sc2ccccc21,CCO,534,578,,,44,,51.9,0.633,0.783,0.4,0.658
CN1C=C/C(=C\c2cccc[n+]2C)c2ccccc21,O,525,,,62500,,4.795880017,63.1,0.681,0.997,1.062,0.025
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21,CS(=O)C,686,705,0.302,,19,,45.1,0.83,1,0.072,0.647
CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCCC[P+](c4ccccc4)(c4ccccc4)c4ccccc4)c4ccccc4C3(C)C)CCC2)=[N+](CCCCCC(=O)O)c2ccc(S(=O)(=O)O)cc21,O,785,805,0.05,73000,20,4.86332286,63.1,0.681,0.997,1.062,0.025
CC1=C(c2ccccc2)/C(=C\C=C\c2c(-c3ccccc3)c(C)c3ccccn23)[n+]2ccccc21,CS(=O)C,705,737,0.016,135000,32,5.130333768,45.1,0.83,1,0.072,0.647
CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(Cc4ccccc4)c4ccccc4C3(C)C)CCC2)=[N+](Cc2ccccc2)c2ccccc21,CO,784,813,0.1168,230000,29,5.361727836,55.4,0.608,0.904,0.605,0.545
CCCCN1/C(=C\C=C(\C=C\c2sc3ccccc3[n+]2CCCC)[n+]2ccc(N(C)C)cc2)Sc2ccccc21,CO,624,654,0.135,220533,30,5.343473585,55.4,0.608,0.904,0.605,0.545
CC1(C)C(/C=C/C=C/C=C2/N(CCC(=O)NCCOCCOCCCCCCCl)c3ccccc3C2(C)C)=[N+](CCC(=O)O)c2ccccc21,CS(=O)C,647,674,0.44,141000,27,5.149219113,45.1,0.83,1,0.072,0.647
C[N+]1=C(/C=C2\C(=O)C(N(c3ccccc3)c3ccccc3)=C2[O-])C(C)(C)c2ccccc21,CO,520,583,0.0037,98800,63,4.994756945,55.4,0.608,0.904,0.605,0.545
CCCN(CCC)c1c(F)cc2c(c1F)OC1=C(/C=C/C3=[N+](C)c4ccccc4C3(C)C)CCCC1=C2,CCO,622,732,0.01,36600,110,4.563481085,51.9,0.633,0.783,0.4,0.658
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21,CCO,682,702,,160000,20,5.204119983,51.9,0.633,0.783,0.4,0.658
CN1C=C/C(=C\c2n(C)c3ccccc3[n+]2-c2ccccc2)c2ccc(Cl)cc21,CO,480,,,33000,,4.51851394,55.4,0.608,0.904,0.605,0.545
CCCCCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCCCCC)c4ccccc4C3(C)C)=C2Oc2ccccc2)C(C)(C)c2ccccc21,CC1=CC=CC=C1,771,,,109000,,5.037426498,33.9,0.782,0.284,0,0.128
CCCCCC(=O)N1/C(=C/C2=C([O-])/C(=C/C3=[N+](C(=O)CCCCC)c4ccccc4C3(C)C)C2=C2C(=O)N(c3ccccc3)C(=S)N(c3ccccc3)C2=O)C(C)(C)c2ccccc21,CO,630,653,,155000,23,5.190331698,55.4,0.608,0.904,0.605,0.545
C[N+]1=C(/C=C/c2ccc(O)cc2)C(C)(C)c2ccccc21,CC#N,427,529,0.087,,102,,45.6,0.645,0.974,0.044,0.286
CCCCCC(=O)N1/C(=C/C2=C([O-])/C(=C/C3=[N+](C(=O)CCCCC)c4ccccc4C3(C)C)C2=C2C(=O)NC(=O)NC2=O)C(C)(C)c2ccccc21,O,650,708,,43100,58,4.63447727,63.1,0.681,0.997,1.062,0.025
CC1(C)C2=C(/C=C\C=C3/CCC[N+]4=C3C(C)(C)c3ccccc34)CCCN2c2ccccc21,C(Cl)Cl,682,706,,,24,,40.7,0.761,0.769,0.04,0.178
CCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCC)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,O,775,800,,,25,,63.1,0.681,0.997,1.062,0.025
NC(=O)CC[n+]1c(/C=C2\C=CN(Cc3ccccc3)c3ccccc32)sc2ccccc21,CO,507,,,90500,,4.956648579,55.4,0.608,0.904,0.605,0.545
CCCCNC1=C(/C=C/C2=[N+](C)c3ccccc3C2(C)C)CCC/C1=C\C=C1\N(C)c2ccccc2C1(C)C,CO,621,733,,80000,112,4.903089987,55.4,0.608,0.904,0.605,0.545
CN1/C(=C/C=C/C=C/C=C/C2=[N+](C)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21,CO,778,,,,,,55.4,0.608,0.904,0.605,0.545
